"","LP.01.04","LP.01.12","LP.01.14","LP.01.15","LP.01.17","LP.01.18","LP.01.20","LP.01.22","LP.01.25","LP.01.28","LP.01.29","LP.01.31","LP.01.37","LP.01.38","LP.01.40","LP.01.43","LP.01.45","LP.01.47","LP.01.48","LP.01.52","LP.01.57","LP.01.61","LP.01.63","LP.01.64","LP.01.66","LP.01.70","LP.01.72","Test.FFPE.01","Test.FFPE.02","Test.FFPE.04","Test.FFPE.05","Test.FFPE.06","Test.FFPE.07","IP.108b","IP.115b","IP.124b","IP.127","IP.138b","IP.140b","IP.148","IP.197","IP.214","IP.28","IP.31b","IP.36","IP.38b","IP.52","IP.57","IP.58b","IP.67b","IP.73","IP.82b"
"Homo sapiens: Activation of ATR in response to replication stress",0.210339288533216,-0.612175925789906,0.00655783078852561,-0.403945455546681,-0.258536338012944,0.334280092135665,-0.548715632606419,-0.294345596232078,-0.0718474341799808,-0.679567565880255,0.231822366882887,-0.367474268080992,0.348200306850121,0.652408249321156,0.504789752840373,0.0416133199033746,0.509689365086429,-0.696239394722804,0.418924959713048,-0.717918036449317,-0.703598147809594,0.631271222093307,-0.377636092779664,0.493166079593644,-0.494097398758386,0.492564739141587,0.64374226425147,0.24801983966846,-0.105648922559093,-0.223039943631524,-0.448448929229396,-0.365390695837292,0.555303712092917,-0.494246969033302,0.555070879031291,-0.432616470635947,0.0346404868226268,-0.685041621136116,-0.579108037801127,0.138613479436881,0.745516769162575,-0.0255207951535334,0.333331610469215,-0.483978522552183,0.296949022618069,0.697385820948675,-0.274538977669843,0.210298270981181,-0.0182878517097367,0.463615451152035,-0.209054110724473,-0.424794040582669
"Homo sapiens: Activation of BAD and translocation to mitochondria ",0.0211237085100881,0.0774245626538585,0.327496112217935,-0.348966718975798,-0.0718484458484257,0.305721176530727,-0.254929003362756,-0.0428497670327473,0.272417565454278,0.135205623340206,-0.192487510638609,0.0791812068889456,-0.410320957093971,0.126958326124818,0.565283036600784,0.0368515557420003,-0.0315261764580744,-0.272101003249905,0.141679430566282,-0.616364673840667,0.167515817092169,0.039615596062314,0.270048623107241,0.187278521686698,-0.174285793294918,0.0105056044699034,0.390184608203129,0.173417098148817,-0.193450426915708,0.165163980991704,-0.152708520437006,-0.164752145207751,0.093441588509822,-0.170139303904864,0.0604445071153658,-0.197702032095115,-0.585567809167697,-0.351184417459431,-0.205227402286014,0.168697308237151,0.00126207691665292,0.00947260169374031,-0.226699987985513,-0.409741806458747,-0.217093850507032,0.544566061289754,0.470428649185751,0.264940255143875,0.281420025715781,-0.358370748618569,0.327474702226275,0.0160216432334003
"Homo sapiens: Activation of BH3-only proteins",0.183649184808678,0.0314884826507231,0.123338642937875,-0.344104423972432,-0.278879165213468,0.196345123515522,-0.0653529768980541,-0.0639298733127366,0.189909026816982,-0.0880929683679579,0.0953542002312658,0.0531727863266451,-0.346143491989554,0.0869765714258278,0.284619002115839,-0.0579905539845977,0.316676523196071,-0.30598498204052,-0.0814276441070366,-0.389283430457293,0.177771942729013,0.22214447884951,0.0224600106180665,0.245281813573682,-0.323940630241249,0.103591807495634,0.252141260074759,0.125810040105956,-0.0355735674603953,-0.0319382000886659,-0.160506618729512,-0.247859912723237,0.286075605614838,-0.261953671392964,0.144520895322184,-0.208631981348121,-0.274769574831703,-0.236296285852679,-0.275463619840419,0.0686035765219309,0.0811068081720344,0.131490388191902,-0.0690577201097584,-0.404067135124059,-0.231209066928051,0.399765368924177,0.443879359321034,0.214951516375528,0.280874764060862,-0.228646854889926,0.0619792612145515,0.10429144300635
"Homo sapiens: Activation of G protein gated Potassium channels",-0.275292083991933,0.312925752466095,0.295238076144225,-0.0214097330637259,0.0908137188520278,0.0850414540398437,0.215121523334658,-0.20387274467783,0.25180763861153,0.192235533964358,-0.241829045232556,0.206232345333979,0.115735848656762,-0.324120618452681,0.199069795795356,-0.0139682375565734,-0.154917071850083,-0.357474724145543,0.220616993011601,-0.225014599103226,0.195616573423173,0.232918387629306,-0.180819236971356,-0.168898348041059,-0.0125791453199088,0.0663360073811661,-0.0605238904999802,-0.195649373664649,0.166709355792735,-0.0218953192199799,0.00324537149821041,-0.0939399883652606,-0.11891681011394,-0.055392281869961,-0.165808395862941,0.31064331376469,-0.358188507722179,0.192532033150375,0.0957381096611712,0.27208134397622,-0.226773111050384,0.430197338800742,-0.0428246870161916,0.218268761042285,-0.162054332203974,-0.213927478817313,-0.0259390206789044,0.154917734233731,-0.0932716617922309,-0.113742159216641,-0.247172420426745,0.182063928920495
"Homo sapiens: Activation of GABAB receptors",-0.0790188436768846,0.351563087149346,0.174176000470847,-0.15219144869032,0.180112492769808,-0.126989586306596,0.231176594119339,-0.243627367902163,0.278378847417015,0.269277546319354,-0.156920482395122,0.111905963695224,0.123293043017287,-0.298057907283918,-0.00323538918048782,-0.0704078165372566,-0.215375232898599,-0.357880354292818,0.233740046291254,-0.112779332159455,0.0756747232724005,0.146102563954476,-0.0575740495176884,-0.319071128433802,-0.0769078096695368,-0.0148261658072556,0.051437048046555,-0.150136617805294,0.237632672176839,0.066141143292663,-0.0143548111596601,-0.156253492618446,-0.106721108183217,0.0246793691484761,-0.26075666676246,0.297238143512142,-0.258112112348723,0.204233022381816,0.189753066359624,0.0628516237139187,-0.296678468014992,0.309964718152277,-0.0708372544873156,0.307344480555148,-0.191984098500281,-0.124340722563756,-0.0911860748884467,-0.0388091657196634,0.0474173519874296,-0.225427683918979,-0.125107486102653,0.273816725538211
"Homo sapiens: Activation of gene expression by SREBF (SREBP)",0.355609353117291,-0.102041468276615,-0.177331618846884,-0.306825882656957,-0.124236801756775,-0.137332260208836,-0.179057365241045,0.186347730278903,-0.306009145847009,-0.248295790630333,0.40572632546028,0.187663943321596,0.138776157418136,0.0829621866033249,-0.0702340207790432,-0.182659820963765,0.266455121215277,-0.236074808417963,-0.0272010159713366,-0.340964396718108,-0.393067038503798,0.113220343160713,0.422291584228669,-0.294526695739674,-0.347696526388893,0.38623752556353,0.422132242209735,0.446341769438484,-0.226993139884194,0.186899883777455,-0.390308887952139,0.429113386304108,-0.35733873961222,-0.335687115694694,-0.197440651143615,-0.45030830496521,-0.443695711198188,-0.184858149964355,-0.242666336734051,-0.279103106420972,0.38124102873196,0.406256433191294,0.133951648163803,-0.554848431094557,0.149676752990597,0.417438191984347,0.293758265403511,-0.250975358653701,-0.00756488954594645,0.286799430428313,-0.0620239949678621,0.121398857618154
"Homo sapiens: Activation of HOX genes during differentiation",-0.0518491435006672,-0.343438966927749,-0.297186084314028,0.176840504696794,0.008374275728204,0.368588377821964,-0.0319903488093157,-0.417488396760729,0.231672005430262,-0.461137222235173,0.291518149558803,-0.397531739447878,0.161570862046195,0.41764893346416,0.485584015304884,0.334249379661708,-0.262579002820529,-0.511392265122715,0.0729446608400291,-0.511052604722278,-0.324923646391891,0.532053874993427,0.207337281726386,-0.322149612823581,-0.342579820238756,0.203435900386967,0.522063653326084,0.364132866137213,0.411979487945288,-0.373672959914655,-0.270384600080089,-0.298995635189615,0.160377761640992,-0.343640675246811,-0.169739015302153,-0.255780649340102,-0.331396195855085,-0.226765712980268,-0.177302100493567,-0.12973517691592,0.027660048549199,-0.116758987565756,-0.10742727907918,-0.442237741862548,-0.0516903520109246,0.273188890680941,0.361157770803795,0.121130911499704,0.378900543657473,0.433914715791275,0.18530915728313,0.101818615962462
"Homo sapiens: Activation of IRF3/IRF7 mediated by TBK1/IKK epsilon",-0.26107352767871,-0.186049708084996,0.00154150091411018,-0.138875334267003,0.228712641254505,0.470739027673565,-0.178827708560032,-0.245605855233085,0.233703198738166,-0.112882068676149,-0.128029862835941,-0.0780210376833361,0.574105239407559,-0.450231423975601,0.347655576712365,0.451244507086636,-0.608090388098741,-0.511723317094407,0.53030026478793,-0.171842204676913,0.033590002866601,-0.511880903878882,0.433080281095827,-0.0826469154716567,0.0894627902176817,-0.054007763123948,0.23220511701069,-0.275508882007826,0.177621727717335,-0.260704930596951,0.495841163591975,-0.295111408872975,0.0482853790709984,0.106647912761677,0.131372806209659,0.27167456166944,-0.586357041027743,0.136504321831684,0.248646653901347,0.322400341925344,-0.0744660252659078,-0.0762399217421696,-0.302209976175329,0.29026914949537,-0.219087363252756,-0.0849454975609498,0.361208624091518,0.186466667575262,0.132704451092232,-0.227448375545903,0.333051668555478,-0.470329023874334
"Homo sapiens: Activation of kainate receptors upon glutamate binding",-0.124615501361508,0.317679301899709,0.184099748682345,-0.257069449493993,0.196601197174544,-0.00427346237050114,0.33433280866322,-0.425435323271255,0.252960170875586,0.169134262822512,-0.0557221784442372,0.122788800855674,-0.212277540212552,-0.433717779916014,0.406257304077884,0.21493747225713,-0.18469752314345,-0.121327590959493,0.078502551832434,-0.0833165843601918,0.270158609070544,0.0705454972518188,-0.0991127041500231,0.133884148636884,-0.345345961508394,0.320409221168637,-0.156357798201166,0.12003589758275,-0.183814077479474,0.161213689156074,-0.0511110897466404,0.0120820901884938,-0.101465126172004,-0.0939894477994229,-0.243731465680842,0.296031119041027,-0.497382941987805,0.176626741275508,0.131218958765798,0.128144202908651,-0.143286915961766,0.380508188804496,-0.189843686714649,0.292815210669782,-0.183279413497079,-0.157738496693908,0.0171822475689993,0.029023125093176,0.0857424222672679,-0.139919942065071,0.00606367099447813,0.0396300295969008
"Homo sapiens: Activation of Matrix Metalloproteinases",-0.0688737370221436,0.113980344773957,-0.0443959832918754,0.123363624137156,0.052065513833151,-0.161177521693573,0.196726869622956,-0.466998619798852,0.374453811699246,0.463916380366649,0.24090568251427,-0.19736199985523,0.20759517121952,-0.514372101638571,-0.0528832752248999,0.289269441177361,0.124161109053301,-0.252753907371196,-0.200049998201573,0.122812662640112,0.461972642311554,-0.416568262587734,0.267625216015327,0.0295986636399695,-0.0304949663254755,0.15131839673231,-0.0253624676037132,-0.0763327916645522,-0.0538804258183784,0.0253355364292416,0.163940911747576,0.19334280160407,-0.152472973395561,0.429327505981686,-0.407688081737468,0.430278862270126,-0.244219875170776,0.234824830718199,0.000876408780386057,-0.0316161262779926,-0.263653498275025,-0.570957138031924,-0.198347347008746,0.308592390171134,0.023307613469305,-0.295489786724153,0.00549359050401196,0.248071312097861,0.377513802952538,-0.173127987819461,0.514520968583225,0.145236251985718
