"","measure1","measure2","r","n","p","sig_p","p_if_sig","r_if_sig","AbsR"
"36","Epidish_BPRNACan3DProMet_B","Epidish_BPRNACan_B",0.992019001547696,45,0,TRUE,0,0.992019001547696,0.992019001547696
"37","Epidish_BPRNACan_Neu","Epidish_BPRNACan3DProMet_Neu",0.991685344783239,45,0,TRUE,0,0.991685344783239,0.991685344783239
"38","Epidish_BPRNACan3DProMet_Neu","Epidish_BPRNACan_Neu",0.991685344783239,45,0,TRUE,0,0.991685344783239,0.991685344783239
"39","Epidish_BPRNACan3DProMet_M2","CBSX__BPRNACan3DProMet__M2",0.991510678039163,45,0,TRUE,0,0.991510678039163,0.991510678039163
"40","CBSX__BPRNACan3DProMet__M2","Epidish_BPRNACan3DProMet_M2",0.991510678039163,45,0,TRUE,0,0.991510678039163,0.991510678039163
"41","Epidish_CBSX_LM22_T.cells.regulatory..Tregs.","Epidish_CBSX_LM22_Mast.cells.activated",0.991495003696418,45,0,TRUE,0,0.991495003696418,0.991495003696418
"42","Epidish_CBSX_LM22_Mast.cells.activated","Epidish_CBSX_LM22_T.cells.regulatory..Tregs.",0.991495003696418,45,0,TRUE,0,0.991495003696418,0.991495003696418
"43","Epidish_CBSX_LM22_Mast.cells.activated","CBSX__LM22__T_cells_regulatory_.Tregs.",0.991495003696418,45,0,TRUE,0,0.991495003696418,0.991495003696418
"44","CBSX__LM22__T_cells_regulatory_.Tregs.","Epidish_CBSX_LM22_Mast.cells.activated",0.991495003696418,45,0,TRUE,0,0.991495003696418,0.991495003696418
"45","Epidish_CBSX_Fig2ab.NSCLC_PBMCs_scRNAseq_sigmatrix_Monocytes","CBSX__Fig2ab.NSCLC_PBMCs_scRNAseq_sigmatrix__Monocytes",0.990646506597256,45,0,TRUE,0,0.990646506597256,0.990646506597256
"46","CBSX__Fig2ab.NSCLC_PBMCs_scRNAseq_sigmatrix__Monocytes","Epidish_CBSX_Fig2ab.NSCLC_PBMCs_scRNAseq_sigmatrix_Monocytes",0.990646506597256,45,0,TRUE,0,0.990646506597256,0.990646506597256
"47","DeconRNASeq_BPRNACan3DProMet_M0","DeconRNASeq_BPRNACanProMet_M0",0.990059126542395,45,0,TRUE,0,0.990059126542395,0.990059126542395
"48","DeconRNASeq_BPRNACanProMet_M0","DeconRNASeq_BPRNACan3DProMet_M0",0.990059126542395,45,0,TRUE,0,0.990059126542395,0.990059126542395
"49","Epidish_BPRNACanProMet_M2","CBSX__BPRNACan3DProMet__M2",0.988837979499422,45,0,TRUE,0,0.988837979499422,0.988837979499422
"50","CBSX__BPRNACan3DProMet__M2","Epidish_BPRNACanProMet_M2",0.988837979499422,45,0,TRUE,0,0.988837979499422,0.988837979499422
"51","Epidish_BPRNACan_M2","CBSX__BPRNACan3DProMet__M2",0.988028651662732,45,0,TRUE,0,0.988028651662732,0.988028651662732
"52","CBSX__BPRNACan3DProMet__M2","Epidish_BPRNACan_M2",0.988028651662732,45,0,TRUE,0,0.988028651662732,0.988028651662732
"53","Epidish_BPRNACan_cancer","Epidish_BPRNACan3DProMet_cancer",0.987414062272278,45,0,TRUE,0,0.987414062272278,0.987414062272278
"54","Epidish_BPRNACan3DProMet_cancer","Epidish_BPRNACan_cancer",0.987414062272278,45,0,TRUE,0,0.987414062272278,0.987414062272278
"55","Epidish_BPRNACan3DProMet_M1","Epidish_BPRNACanProMet_M1",0.986682166712337,45,0,TRUE,0,0.986682166712337,0.986682166712337
"56","Epidish_BPRNACanProMet_M1","Epidish_BPRNACan3DProMet_M1",0.986682166712337,45,0,TRUE,0,0.986682166712337,0.986682166712337
"57","DeconRNASeq_BPRNACan_M2","DeconRNASeq_BPRNACan3DProMet_M2",0.984920438819262,45,0,TRUE,0,0.984920438819262,0.984920438819262
"58","DeconRNASeq_BPRNACan3DProMet_M2","DeconRNASeq_BPRNACan_M2",0.984920438819262,45,0,TRUE,0,0.984920438819262,0.984920438819262
"59","CBSX__BPRNACan3DProMet__M2","CBSX__BPRNACan__M2",0.984849746760642,45,0,TRUE,0,0.984849746760642,0.984849746760642
"60","CBSX__BPRNACan__M2","CBSX__BPRNACan3DProMet__M2",0.984849746760642,45,0,TRUE,0,0.984849746760642,0.984849746760642
"61","DeconRNASeq_BPRNACan3DProMet_Neu","DeconRNASeq_BPRNACanProMet_Neu",0.9847442393602,45,0,TRUE,0,0.9847442393602,0.9847442393602
"62","DeconRNASeq_BPRNACanProMet_Neu","DeconRNASeq_BPRNACan3DProMet_Neu",0.9847442393602,45,0,TRUE,0,0.9847442393602,0.9847442393602
"63","XCELL_Adipocytes","CBSX__BPRNACan3DProMet__M2",0.984590470657962,45,0,TRUE,0,0.984590470657962,0.984590470657962
"64","CBSX__BPRNACan3DProMet__M2","XCELL_Adipocytes",0.984590470657962,45,0,TRUE,0,0.984590470657962,0.984590470657962
"65","Epidish_BPRNACan3DProMet_B","Epidish_BPRNACanProMet_B",0.984299442695957,45,0,TRUE,0,0.984299442695957,0.984299442695957
"66","Epidish_BPRNACanProMet_B","Epidish_BPRNACan3DProMet_B",0.984299442695957,45,0,TRUE,0,0.984299442695957,0.984299442695957
"67","Epidish_BPRNACan_M2","CBSX__BPRNACanProMet__M2",0.984206484292766,45,0,TRUE,0,0.984206484292766,0.984206484292766
"68","CBSX__BPRNACanProMet__M2","Epidish_BPRNACan_M2",0.984206484292766,45,0,TRUE,0,0.984206484292766,0.984206484292766
"69","DeconRNASeq_BPRNACan_M1","DeconRNASeq_BPRNACan3DProMet_M1",0.983987984208733,45,0,TRUE,0,0.983987984208733,0.983987984208733
"70","DeconRNASeq_BPRNACan3DProMet_M1","DeconRNASeq_BPRNACan_M1",0.983987984208733,45,0,TRUE,0,0.983987984208733,0.983987984208733
"71","Epidish_BPRNACan_CD4","Epidish_BPRNACan3DProMet_CD4",0.983946056387527,45,0,TRUE,0,0.983946056387527,0.983946056387527
"72","Epidish_BPRNACan3DProMet_CD4","Epidish_BPRNACan_CD4",0.983946056387527,45,0,TRUE,0,0.983946056387527,0.983946056387527
"73","Epidish_BPRNACan3DProMet_NK","Epidish_BPRNACanProMet_NK",0.983660520787806,45,0,TRUE,0,0.983660520787806,0.983660520787806
"74","Epidish_BPRNACanProMet_NK","Epidish_BPRNACan3DProMet_NK",0.983660520787806,45,0,TRUE,0,0.983660520787806,0.983660520787806
"75","Epidish_BPRNACan3DProMet_Mono","Epidish_BPRNACanProMet_Mono",0.983322445531233,45,0,TRUE,0,0.983322445531233,0.983322445531233
"76","Epidish_BPRNACanProMet_Mono","Epidish_BPRNACan3DProMet_Mono",0.983322445531233,45,0,TRUE,0,0.983322445531233,0.983322445531233
"77","Epidish_BPRNACan3DProMet_cancer","Epidish_BPRNACanProMet_cancer",0.983300751334866,45,0,TRUE,0,0.983300751334866,0.983300751334866
"78","Epidish_BPRNACanProMet_cancer","Epidish_BPRNACan3DProMet_cancer",0.983300751334866,45,0,TRUE,0,0.983300751334866,0.983300751334866
"79","Epidish_BPRNACanProMet_M2","CBSX__BPRNACanProMet__M2",0.983165249000118,45,0,TRUE,0,0.983165249000118,0.983165249000118
"80","CBSX__BPRNACanProMet__M2","Epidish_BPRNACanProMet_M2",0.983165249000118,45,0,TRUE,0,0.983165249000118,0.983165249000118
"81","Epidish_BPRNACan3DProMet_M2","CBSX__BPRNACanProMet__M2",0.98178136628347,45,0,TRUE,0,0.98178136628347,0.98178136628347
"82","CBSX__BPRNACanProMet__M2","Epidish_BPRNACan3DProMet_M2",0.98178136628347,45,0,TRUE,0,0.98178136628347,0.98178136628347
"83","Epidish_CBSX_sigmatrix_HNSCC_Fig2cd_Macrophages","CBSX__sigmatrix_HNSCC_Fig2cd__Macrophages",0.980362785345971,45,0,TRUE,0,0.980362785345971,0.980362785345971
"84","CBSX__sigmatrix_HNSCC_Fig2cd__Macrophages","Epidish_CBSX_sigmatrix_HNSCC_Fig2cd_Macrophages",0.980362785345971,45,0,TRUE,0,0.980362785345971,0.980362785345971
"85","Epidish_BPRNACan_Mono","Epidish_BPRNACan3DProMet_Mono",0.979951796079041,45,0,TRUE,0,0.979951796079041,0.979951796079041
"86","Epidish_BPRNACan3DProMet_Mono","Epidish_BPRNACan_Mono",0.979951796079041,45,0,TRUE,0,0.979951796079041,0.979951796079041
"87","Epidish_CBSX_Fig2ab.NSCLC_PBMCs_scRNAseq_sigmatrix_T.cells.CD4","CBSX__BPRNACan__M2",0.979830870860124,45,0,TRUE,0,0.979830870860124,0.979830870860124
"88","CBSX__BPRNACan__M2","Epidish_CBSX_Fig2ab.NSCLC_PBMCs_scRNAseq_sigmatrix_T.cells.CD4",0.979830870860124,45,0,TRUE,0,0.979830870860124,0.979830870860124
"89","DeconRNASeq_BPRNACan_Neu","DeconRNASeq_BPRNACanProMet_Neu",0.978101380332141,45,0,TRUE,0,0.978101380332141,0.978101380332141
"90","DeconRNASeq_BPRNACanProMet_Neu","DeconRNASeq_BPRNACan_Neu",0.978101380332141,45,0,TRUE,0,0.978101380332141,0.978101380332141
"91","Epidish_CBSX_scRNA.Seq_melanoma_Tirosh_sigmatrix_SuppFig_3.b_CAF","CBSX__scRNA.Seq_melanoma_Tirosh_sigmatrix_SuppFig_3.b__CAF",0.97761060768547,45,0,TRUE,0,0.97761060768547,0.97761060768547
"92","CBSX__scRNA.Seq_melanoma_Tirosh_sigmatrix_SuppFig_3.b__CAF","Epidish_CBSX_scRNA.Seq_melanoma_Tirosh_sigmatrix_SuppFig_3.b_CAF",0.97761060768547,45,0,TRUE,0,0.97761060768547,0.97761060768547
"93","XCELL_Endothelial_cells","XCELL_ly_Endothelial_cells",0.977484437450348,45,0,TRUE,0,0.977484437450348,0.977484437450348
"94","XCELL_ly_Endothelial_cells","XCELL_Endothelial_cells",0.977484437450348,45,0,TRUE,0,0.977484437450348,0.977484437450348
"95","Epidish_BPRNACan_M1","Epidish_BPRNACanProMet_M1",0.977144353802535,45,0,TRUE,0,0.977144353802535,0.977144353802535
"96","Epidish_BPRNACanProMet_M1","Epidish_BPRNACan_M1",0.977144353802535,45,0,TRUE,0,0.977144353802535,0.977144353802535
"97","Epidish_BPRNACan_B","Epidish_BPRNACanProMet_B",0.976733683243496,45,0,TRUE,0,0.976733683243496,0.976733683243496
"98","Epidish_BPRNACanProMet_B","Epidish_BPRNACan_B",0.976733683243496,45,0,TRUE,0,0.976733683243496,0.976733683243496
"99","DeconRNASeq_BPRNACan3DProMet_M1","DeconRNASeq_BPRNACanProMet_M1",0.975806298599061,45,0,TRUE,0,0.975806298599061,0.975806298599061
"100","DeconRNASeq_BPRNACanProMet_M1","DeconRNASeq_BPRNACan3DProMet_M1",0.975806298599061,45,0,TRUE,0,0.975806298599061,0.975806298599061
"101","Epidish_BPRNACanProMet_cancer","CBSX__BPRNACanProMet__cancer",0.975154479420523,45,0,TRUE,0,0.975154479420523,0.975154479420523
"102","CBSX__BPRNACanProMet__cancer","Epidish_BPRNACanProMet_cancer",0.975154479420523,45,0,TRUE,0,0.975154479420523,0.975154479420523
"103","CBSX__BPRNACan3DProMet__B","CBSX__BPRNACan__B",0.974458663108265,45,0,TRUE,0,0.974458663108265,0.974458663108265
"104","CBSX__BPRNACan__B","CBSX__BPRNACan3DProMet__B",0.974458663108265,45,0,TRUE,0,0.974458663108265,0.974458663108265
"105","Epidish_CBSX_sigmatrix_HNSCC_Fig2cd_Dendritic.cells","CBSX__sigmatrix_HNSCC_Fig2cd__Dendritic_cells",0.973726135401442,45,0,TRUE,0,0.973726135401442,0.973726135401442
"106","CBSX__sigmatrix_HNSCC_Fig2cd__Dendritic_cells","Epidish_CBSX_sigmatrix_HNSCC_Fig2cd_Dendritic.cells",0.973726135401442,45,0,TRUE,0,0.973726135401442,0.973726135401442
"107","Epidish_BPRNACan3DProMet_cancer","CBSX__BPRNACan3DProMet__cancer",0.973328279511653,45,0,TRUE,0,0.973328279511653,0.973328279511653
"108","CBSX__BPRNACan3DProMet__cancer","Epidish_BPRNACan3DProMet_cancer",0.973328279511653,45,0,TRUE,0,0.973328279511653,0.973328279511653
"109","DeconRNASeq_BPRNACan3DProMet_CD4","DeconRNASeq_BPRNACanProMet_CD4",0.972917520070621,45,0,TRUE,0,0.972917520070621,0.972917520070621
"110","DeconRNASeq_BPRNACanProMet_CD4","DeconRNASeq_BPRNACan3DProMet_CD4",0.972917520070621,45,0,TRUE,0,0.972917520070621,0.972917520070621
"111","Epidish_CBSX_Fig2ab.NSCLC_PBMCs_scRNAseq_sigmatrix_B.cells","CBSX__Fig2ab.NSCLC_PBMCs_scRNAseq_sigmatrix__B_cells",0.971596963754493,45,0,TRUE,0,0.971596963754493,0.971596963754493
"112","CBSX__Fig2ab.NSCLC_PBMCs_scRNAseq_sigmatrix__B_cells","Epidish_CBSX_Fig2ab.NSCLC_PBMCs_scRNAseq_sigmatrix_B.cells",0.971596963754493,45,0,TRUE,0,0.971596963754493,0.971596963754493
"113","XCELL_Adipocytes","CBSX__BPRNACan__M2",0.971386069961814,45,0,TRUE,0,0.971386069961814,0.971386069961814
"114","CBSX__BPRNACan__M2","XCELL_Adipocytes",0.971386069961814,45,0,TRUE,0,0.971386069961814,0.971386069961814
"115","Epidish_BPRNACanProMet_M0","CBSX__scRNA.Seq_melanoma_Tirosh_sigmatrix_SuppFig_3.b__Malignant",0.96949856630731,45,0,TRUE,0,0.96949856630731,0.96949856630731
"116","CBSX__scRNA.Seq_melanoma_Tirosh_sigmatrix_SuppFig_3.b__Malignant","Epidish_BPRNACanProMet_M0",0.96949856630731,45,0,TRUE,0,0.96949856630731,0.96949856630731
"117","XCELL_Platelets","Epidish_BPRNACanProMet_M0",0.96949856630731,45,0,TRUE,0,0.96949856630731,0.96949856630731
"118","Epidish_BPRNACanProMet_M0","XCELL_Platelets",0.96949856630731,45,0,TRUE,0,0.96949856630731,0.96949856630731
"119","DeconRNASeq_BPRNACan_M0","DeconRNASeq_BPRNACan3DProMet_M0",0.969361346959048,45,0,TRUE,0,0.969361346959048,0.969361346959048
"120","DeconRNASeq_BPRNACan3DProMet_M0","DeconRNASeq_BPRNACan_M0",0.969361346959048,45,0,TRUE,0,0.969361346959048,0.969361346959048
"121","Epidish_CBSX_scRNA.Seq_melanoma_Tirosh_sigmatrix_SuppFig_3.b_B.cells","CBSX__scRNA.Seq_melanoma_Tirosh_sigmatrix_SuppFig_3.b__B_cells",0.969044882243034,45,0,TRUE,0,0.969044882243034,0.969044882243034
"122","CBSX__scRNA.Seq_melanoma_Tirosh_sigmatrix_SuppFig_3.b__B_cells","Epidish_CBSX_scRNA.Seq_melanoma_Tirosh_sigmatrix_SuppFig_3.b_B.cells",0.969044882243034,45,0,TRUE,0,0.969044882243034,0.969044882243034
"123","Epidish_BPRNACan_CD4","Epidish_BPRNACanProMet_CD4",0.96827401362504,45,0,TRUE,0,0.96827401362504,0.96827401362504
"124","Epidish_BPRNACanProMet_CD4","Epidish_BPRNACan_CD4",0.96827401362504,45,0,TRUE,0,0.96827401362504,0.96827401362504
"125","XCELL_Adipocytes","Epidish_BPRNACan3DProMet_M2",0.96792065437736,45,0,TRUE,0,0.96792065437736,0.96792065437736
"126","Epidish_BPRNACan3DProMet_M2","XCELL_Adipocytes",0.96792065437736,45,0,TRUE,0,0.96792065437736,0.96792065437736
"127","Epidish_BPRNACan_cancer","Epidish_BPRNACanProMet_cancer",0.967624012245939,45,0,TRUE,0,0.967624012245939,0.967624012245939
"128","Epidish_BPRNACanProMet_cancer","Epidish_BPRNACan_cancer",0.967624012245939,45,0,TRUE,0,0.967624012245939,0.967624012245939
"129","Epidish_CBSX_sigmatrix_HNSCC_Fig2cd_CAFs","CBSX__sigmatrix_HNSCC_Fig2cd__CAFs",0.96719981914345,45,0,TRUE,0,0.96719981914345,0.96719981914345
"130","CBSX__sigmatrix_HNSCC_Fig2cd__CAFs","Epidish_CBSX_sigmatrix_HNSCC_Fig2cd_CAFs",0.96719981914345,45,0,TRUE,0,0.96719981914345,0.96719981914345
"131","Epidish_BPRNACanProMet_cancer","CBSX__BPRNACan3DProMet__cancer",0.966236852667211,45,0,TRUE,0,0.966236852667211,0.966236852667211
"132","CBSX__BPRNACan3DProMet__cancer","Epidish_BPRNACanProMet_cancer",0.966236852667211,45,0,TRUE,0,0.966236852667211,0.966236852667211
"133","CBSX__BPRNACan3DProMet__cancer","CBSX__BPRNACan__cancer",0.964474934262186,45,0,TRUE,0,0.964474934262186,0.964474934262186
"134","CBSX__BPRNACan__cancer","CBSX__BPRNACan3DProMet__cancer",0.964474934262186,45,0,TRUE,0,0.964474934262186,0.964474934262186
"135","XCELL_Adipocytes","Epidish_BPRNACanProMet_M2",0.964332667142764,45,0,TRUE,0,0.964332667142764,0.964332667142764
"136","Epidish_BPRNACanProMet_M2","XCELL_Adipocytes",0.964332667142764,45,0,TRUE,0,0.964332667142764,0.964332667142764
"137","XCELL_Adipocytes","Epidish_BPRNACan_M2",0.964120493764334,45,0,TRUE,0,0.964120493764334,0.964120493764334
"138","Epidish_BPRNACan_M2","XCELL_Adipocytes",0.964120493764334,45,0,TRUE,0,0.964120493764334,0.964120493764334
"139","Epidish_CBSX_Fig2ab.NSCLC_PBMCs_scRNAseq_sigmatrix_T.cells.CD4","CBSX__BPRNACan3DProMet__M2",0.964119344725965,45,0,TRUE,0,0.964119344725965,0.964119344725965
"140","CBSX__BPRNACan3DProMet__M2","Epidish_CBSX_Fig2ab.NSCLC_PBMCs_scRNAseq_sigmatrix_T.cells.CD4",0.964119344725965,45,0,TRUE,0,0.964119344725965,0.964119344725965
"141","Epidish_BPRNACan3DProMet_CD8","Epidish_BPRNACanProMet_CD8",0.963998885172836,45,0,TRUE,0,0.963998885172836,0.963998885172836
"142","Epidish_BPRNACanProMet_CD8","Epidish_BPRNACan3DProMet_CD8",0.963998885172836,45,0,TRUE,0,0.963998885172836,0.963998885172836
"143","Epidish_BPRNACan_M0","Epidish_BPRNACan3DProMet_M0",0.963500936826507,45,0,TRUE,0,0.963500936826507,0.963500936826507
"144","Epidish_BPRNACan3DProMet_M0","Epidish_BPRNACan_M0",0.963500936826507,45,0,TRUE,0,0.963500936826507,0.963500936826507
"145","DeconRNASeq_BPRNACan_M1","DeconRNASeq_BPRNACanProMet_M1",0.962999703408175,45,0,TRUE,0,0.962999703408175,0.962999703408175
"146","DeconRNASeq_BPRNACanProMet_M1","DeconRNASeq_BPRNACan_M1",0.962999703408175,45,0,TRUE,0,0.962999703408175,0.962999703408175
"147","CBSX__BPRNACan3DProMet__cancer","CBSX__BPRNACanProMet__cancer",0.962547544116242,45,0,TRUE,0,0.962547544116242,0.962547544116242
"148","CBSX__BPRNACanProMet__cancer","CBSX__BPRNACan3DProMet__cancer",0.962547544116242,45,0,TRUE,0,0.962547544116242,0.962547544116242
"149","CBSX__BPRNACan3DProMet__Neu","CBSX__BPRNACan__Neu",0.96197808489509,45,0,TRUE,0,0.96197808489509,0.96197808489509
"150","CBSX__BPRNACan__Neu","CBSX__BPRNACan3DProMet__Neu",0.96197808489509,45,0,TRUE,0,0.96197808489509,0.96197808489509
"151","Epidish_BPRNACan3DProMet_cancer","CBSX__BPRNACanProMet__cancer",0.961346087357372,45,0,TRUE,0,0.961346087357372,0.961346087357372
"152","CBSX__BPRNACanProMet__cancer","Epidish_BPRNACan3DProMet_cancer",0.961346087357372,45,0,TRUE,0,0.961346087357372,0.961346087357372
"153","DeconRNASeq_BPRNACan_cancer","DeconRNASeq_BPRNACan3DProMet_cancer",0.961044977055371,45,0,TRUE,0,0.961044977055371,0.961044977055371
"154","DeconRNASeq_BPRNACan3DProMet_cancer","DeconRNASeq_BPRNACan_cancer",0.961044977055371,45,0,TRUE,0,0.961044977055371,0.961044977055371
"155","Epidish_BPRNACan3DProMet_B","CBSX__BPRNACanProMet__B",0.96061722819366,45,0,TRUE,0,0.96061722819366,0.96061722819366
"156","CBSX__BPRNACanProMet__B","Epidish_BPRNACan3DProMet_B",0.96061722819366,45,0,TRUE,0,0.96061722819366,0.96061722819366
"157","Epidish_BPRNACan3DProMet_M2","CBSX__BPRNACan__M2",0.960355283993509,45,0,TRUE,0,0.960355283993509,0.960355283993509
"158","CBSX__BPRNACan__M2","Epidish_BPRNACan3DProMet_M2",0.960355283993509,45,0,TRUE,0,0.960355283993509,0.960355283993509
"159","DeconRNASeq_CCLE_TIL10_Monocytes","CBSX__BPRNACan__M2",0.959552103071687,45,0,TRUE,0,0.959552103071687,0.959552103071687
"160","CBSX__BPRNACan__M2","DeconRNASeq_CCLE_TIL10_Monocytes",0.959552103071687,45,0,TRUE,0,0.959552103071687,0.959552103071687
"161","CBSX__BPRNACan3DProMet__M2","CBSX__BPRNACanProMet__M2",0.959239601845305,45,0,TRUE,0,0.959239601845305,0.959239601845305
"162","CBSX__BPRNACanProMet__M2","CBSX__BPRNACan3DProMet__M2",0.959239601845305,45,0,TRUE,0,0.959239601845305,0.959239601845305
"163","Epidish_BPRNACan_cancer","CBSX__BPRNACan3DProMet__cancer",0.959138048002661,45,0,TRUE,0,0.959138048002661,0.959138048002661
"164","CBSX__BPRNACan3DProMet__cancer","Epidish_BPRNACan_cancer",0.959138048002661,45,0,TRUE,0,0.959138048002661,0.959138048002661
"165","Epidish_BPRNACanProMet_M2","CBSX__BPRNACan__M2",0.956163557012822,45,0,TRUE,0,0.956163557012822,0.956163557012822
"166","CBSX__BPRNACan__M2","Epidish_BPRNACanProMet_M2",0.956163557012822,45,0,TRUE,0,0.956163557012822,0.956163557012822
"167","Epidish_CBSX_sigmatrix_HNSCC_Fig2cd_Endothelial.cells","CBSX__sigmatrix_HNSCC_Fig2cd__Endothelial_cells",0.955474623852163,45,0,TRUE,0,0.955474623852163,0.955474623852163
"168","CBSX__sigmatrix_HNSCC_Fig2cd__Endothelial_cells","Epidish_CBSX_sigmatrix_HNSCC_Fig2cd_Endothelial.cells",0.955474623852163,45,0,TRUE,0,0.955474623852163,0.955474623852163
