"","measure1","measure2","r","n","p","sig_p","p_if_sig","r_if_sig","AbsR"
"58","DeconRNASeq_BPRNACanProMet_Neu","DeconRNASeq_BPRNACan_Neu",0.986320560215052,41,0,TRUE,0,0.986320560215052,0.986320560215052
"59","Epidish_BPRNACan3DProMet_M2","CBSX__BPRNACan3DProMet__M2",0.986236873054227,41,0,TRUE,0,0.986236873054227,0.986236873054227
"60","CBSX__BPRNACan3DProMet__M2","Epidish_BPRNACan3DProMet_M2",0.986236873054227,41,0,TRUE,0,0.986236873054227,0.986236873054227
"61","Epidish_BPRNACan3DProMet_Mono","Epidish_BPRNACanProMet_Mono",0.986132374909144,41,0,TRUE,0,0.986132374909144,0.986132374909144
"62","Epidish_BPRNACanProMet_Mono","Epidish_BPRNACan3DProMet_Mono",0.986132374909144,41,0,TRUE,0,0.986132374909144,0.986132374909144
"63","DeconRNASeq_BPRNACan3DProMet_M0","DeconRNASeq_BPRNACanProMet_M0",0.985590038521155,41,0,TRUE,0,0.985590038521155,0.985590038521155
"64","DeconRNASeq_BPRNACanProMet_M0","DeconRNASeq_BPRNACan3DProMet_M0",0.985590038521155,41,0,TRUE,0,0.985590038521155,0.985590038521155
"65","CBSX__BPRNACan3DProMet__M2","CBSX__BPRNACanProMet__M2",0.984218923164417,41,0,TRUE,0,0.984218923164417,0.984218923164417
"66","CBSX__BPRNACanProMet__M2","CBSX__BPRNACan3DProMet__M2",0.984218923164417,41,0,TRUE,0,0.984218923164417,0.984218923164417
"67","Epidish_BPRNACan_M1","Epidish_BPRNACanProMet_M1",0.981966001958259,41,0,TRUE,0,0.981966001958259,0.981966001958259
"68","Epidish_BPRNACanProMet_M1","Epidish_BPRNACan_M1",0.981966001958259,41,0,TRUE,0,0.981966001958259,0.981966001958259
"69","Epidish_BPRNACan3DProMet_cancer","Epidish_BPRNACanProMet_cancer",0.981827107313154,41,0,TRUE,0,0.981827107313154,0.981827107313154
"70","Epidish_BPRNACanProMet_cancer","Epidish_BPRNACan3DProMet_cancer",0.981827107313154,41,0,TRUE,0,0.981827107313154,0.981827107313154
"71","Epidish_BPRNACan_Mono","Epidish_BPRNACan3DProMet_Mono",0.981478195985519,41,0,TRUE,0,0.981478195985519,0.981478195985519
"72","Epidish_BPRNACan3DProMet_Mono","Epidish_BPRNACan_Mono",0.981478195985519,41,0,TRUE,0,0.981478195985519,0.981478195985519
"73","Epidish_CBSX_scRNA.Seq_melanoma_Tirosh_sigmatrix_SuppFig_3.b_CAF","CBSX__scRNA.Seq_melanoma_Tirosh_sigmatrix_SuppFig_3.b__CAF",0.981073800797475,41,0,TRUE,0,0.981073800797475,0.981073800797475
"74","CBSX__scRNA.Seq_melanoma_Tirosh_sigmatrix_SuppFig_3.b__CAF","Epidish_CBSX_scRNA.Seq_melanoma_Tirosh_sigmatrix_SuppFig_3.b_CAF",0.981073800797475,41,0,TRUE,0,0.981073800797475,0.981073800797475
"75","XCELL_Endothelial_cells","XCELL_ly_Endothelial_cells",0.980717501918443,41,0,TRUE,0,0.980717501918443,0.980717501918443
"76","XCELL_ly_Endothelial_cells","XCELL_Endothelial_cells",0.980717501918443,41,0,TRUE,0,0.980717501918443,0.980717501918443
"77","Epidish_BPRNACan_CD4","Epidish_BPRNACan3DProMet_CD4",0.979491192092404,41,0,TRUE,0,0.979491192092404,0.979491192092404
"78","Epidish_BPRNACan3DProMet_CD4","Epidish_BPRNACan_CD4",0.979491192092404,41,0,TRUE,0,0.979491192092404,0.979491192092404
"79","Epidish_BPRNACanProMet_M2","CBSX__BPRNACan3DProMet__M2",0.979320523089396,41,0,TRUE,0,0.979320523089396,0.979320523089396
"80","CBSX__BPRNACan3DProMet__M2","Epidish_BPRNACanProMet_M2",0.979320523089396,41,0,TRUE,0,0.979320523089396,0.979320523089396
"81","DeconRNASeq_BPRNACan_M1","DeconRNASeq_BPRNACan3DProMet_M1",0.979280563999934,41,0,TRUE,0,0.979280563999934,0.979280563999934
"82","DeconRNASeq_BPRNACan3DProMet_M1","DeconRNASeq_BPRNACan_M1",0.979280563999934,41,0,TRUE,0,0.979280563999934,0.979280563999934
"83","DeconRNASeq_BPRNACan3DProMet_CD4","DeconRNASeq_BPRNACanProMet_CD4",0.977852492018911,41,0,TRUE,0,0.977852492018911,0.977852492018911
"84","DeconRNASeq_BPRNACanProMet_CD4","DeconRNASeq_BPRNACan3DProMet_CD4",0.977852492018911,41,0,TRUE,0,0.977852492018911,0.977852492018911
"85","Epidish_BPRNACan3DProMet_B","Epidish_BPRNACanProMet_B",0.976996904788895,41,0,TRUE,0,0.976996904788895,0.976996904788895
"86","Epidish_BPRNACanProMet_B","Epidish_BPRNACan3DProMet_B",0.976996904788895,41,0,TRUE,0,0.976996904788895,0.976996904788895
"87","Epidish_BPRNACan_cancer","Epidish_BPRNACanProMet_cancer",0.971868899198039,41,0,TRUE,0,0.971868899198039,0.971868899198039
"88","Epidish_BPRNACanProMet_cancer","Epidish_BPRNACan_cancer",0.971868899198039,41,0,TRUE,0,0.971868899198039,0.971868899198039
"89","Epidish_CBSX_scRNA.Seq_melanoma_Tirosh_sigmatrix_SuppFig_3.b_B.cells","CBSX__scRNA.Seq_melanoma_Tirosh_sigmatrix_SuppFig_3.b__B_cells",0.971405921107604,41,0,TRUE,0,0.971405921107604,0.971405921107604
"90","CBSX__scRNA.Seq_melanoma_Tirosh_sigmatrix_SuppFig_3.b__B_cells","Epidish_CBSX_scRNA.Seq_melanoma_Tirosh_sigmatrix_SuppFig_3.b_B.cells",0.971405921107604,41,0,TRUE,0,0.971405921107604,0.971405921107604
"91","%CD8.GzBnPanCKp","X.CD8.PanCKp",0.970796276523892,41,0,TRUE,0,0.970796276523892,0.970796276523892
"92","%CD8.PanCKp","X.CD8.GzBnPanCKp",0.970796276523892,41,0,TRUE,0,0.970796276523892,0.970796276523892
"93","%CD8.GzBnPanCKp","X.CD8.PDL1nPanCKp",0.969104710366836,41,0,TRUE,0,0.969104710366836,0.969104710366836
"94","%CD8.PDL1nPanCKp","X.CD8.GzBnPanCKp",0.969104710366836,41,0,TRUE,0,0.969104710366836,0.969104710366836
"95","Epidish_BPRNACan_M2","CBSX__BPRNACanProMet__M2",0.968881285050238,41,0,TRUE,0,0.968881285050238,0.968881285050238
"96","CBSX__BPRNACanProMet__M2","Epidish_BPRNACan_M2",0.968881285050238,41,0,TRUE,0,0.968881285050238,0.968881285050238
"97","DeconRNASeq_BPRNACan_cancer","DeconRNASeq_BPRNACan3DProMet_cancer",0.968374077525077,41,0,TRUE,0,0.968374077525077,0.968374077525077
"98","DeconRNASeq_BPRNACan3DProMet_cancer","DeconRNASeq_BPRNACan_cancer",0.968374077525077,41,0,TRUE,0,0.968374077525077,0.968374077525077
"99","Epidish_BPRNACan_M1","CBSX__BPRNACan3DProMet__M1",0.967538432552509,41,0,TRUE,0,0.967538432552509,0.967538432552509
"100","CBSX__BPRNACan3DProMet__M1","Epidish_BPRNACan_M1",0.967538432552509,41,0,TRUE,0,0.967538432552509,0.967538432552509
"101","Epidish_CBSX_sigmatrix_HNSCC_Fig2cd_Dendritic.cells","CBSX__sigmatrix_HNSCC_Fig2cd__Dendritic_cells",0.967360124341781,41,0,TRUE,0,0.967360124341781,0.967360124341781
"102","CBSX__sigmatrix_HNSCC_Fig2cd__Dendritic_cells","Epidish_CBSX_sigmatrix_HNSCC_Fig2cd_Dendritic.cells",0.967360124341781,41,0,TRUE,0,0.967360124341781,0.967360124341781
"103","Epidish_CBSX_scRNA.Seq_melanoma_Tirosh_sigmatrix_SuppFig_3.b_Endothelial.cells","CBSX__scRNA.Seq_melanoma_Tirosh_sigmatrix_SuppFig_3.b__Endothelial_cells",0.966809096841574,41,0,TRUE,0,0.966809096841574,0.966809096841574
"104","CBSX__scRNA.Seq_melanoma_Tirosh_sigmatrix_SuppFig_3.b__Endothelial_cells","Epidish_CBSX_scRNA.Seq_melanoma_Tirosh_sigmatrix_SuppFig_3.b_Endothelial.cells",0.966809096841574,41,0,TRUE,0,0.966809096841574,0.966809096841574
"105","XCELL_Fibroblasts","XCELL_StromaScore",0.966429979865036,41,0,TRUE,0,0.966429979865036,0.966429979865036
"106","XCELL_StromaScore","XCELL_Fibroblasts",0.966429979865036,41,0,TRUE,0,0.966429979865036,0.966429979865036
"107","Epidish_BPRNACan_B","Epidish_BPRNACanProMet_B",0.966204416567161,41,0,TRUE,0,0.966204416567161,0.966204416567161
"108","Epidish_BPRNACanProMet_B","Epidish_BPRNACan_B",0.966204416567161,41,0,TRUE,0,0.966204416567161,0.966204416567161
"109","%VISTA.CD68.","X.VISTA.CD68.PanCKn",0.965913095006135,41,0,TRUE,0,0.965913095006135,0.965913095006135
"110","%VISTA.CD68.","X.CD11b.CD68.PanCKn",0.965913095006135,41,0,TRUE,0,0.965913095006135,0.965913095006135
"111","%VISTA.CD68.PanCKn","X.VISTA.CD68.",0.965913095006135,41,0,TRUE,0,0.965913095006135,0.965913095006135
"112","%CD11b.CD68.PanCKn","X.VISTA.CD68.",0.965913095006135,41,0,TRUE,0,0.965913095006135,0.965913095006135
"113","CBSX__BPRNACanProMet__M1","CBSX__BPRNACan__M1",0.96550382175181,41,0,TRUE,0,0.96550382175181,0.96550382175181
"114","CBSX__BPRNACan__M1","CBSX__BPRNACanProMet__M1",0.96550382175181,41,0,TRUE,0,0.96550382175181,0.96550382175181
"115","Epidish_CBSX_LM22_Mast.cells.resting","CBSX__LM22__Mast_cells_resting",0.964631398433755,41,0,TRUE,0,0.964631398433755,0.964631398433755
"116","CBSX__LM22__Mast_cells_resting","Epidish_CBSX_LM22_Mast.cells.resting",0.964631398433755,41,0,TRUE,0,0.964631398433755,0.964631398433755
"117","Epidish_CBSX_LM22_Plasma.cells","CBSX__LM22__Plasma_cells",0.963673841874512,41,0,TRUE,0,0.963673841874512,0.963673841874512
"118","CBSX__LM22__Plasma_cells","Epidish_CBSX_LM22_Plasma.cells",0.963673841874512,41,0,TRUE,0,0.963673841874512,0.963673841874512
"119","Epidish_CBSX_LM22_Macrophages.M0","CBSX__LM22__Macrophages_M0",0.963580122899488,41,0,TRUE,0,0.963580122899488,0.963580122899488
"120","CBSX__LM22__Macrophages_M0","Epidish_CBSX_LM22_Macrophages.M0",0.963580122899488,41,0,TRUE,0,0.963580122899488,0.963580122899488
"121","XCELL_Erythrocytes","CBSX__BPRNACanProMet__Neu",0.962716728336135,41,0,TRUE,0,0.962716728336135,0.962716728336135
"122","CBSX__BPRNACanProMet__Neu","XCELL_Erythrocytes",0.962716728336135,41,0,TRUE,0,0.962716728336135,0.962716728336135
"123","Epidish_BPRNACan_Mono","Epidish_BPRNACanProMet_Mono",0.962577370303474,41,0,TRUE,0,0.962577370303474,0.962577370303474
"124","Epidish_BPRNACanProMet_Mono","Epidish_BPRNACan_Mono",0.962577370303474,41,0,TRUE,0,0.962577370303474,0.962577370303474
"125","XCELL_Osteoblast","CBSX__BPRNACanProMet__Neu",0.96218370965029,41,0,TRUE,0,0.96218370965029,0.96218370965029
"126","CBSX__BPRNACanProMet__Neu","XCELL_Osteoblast",0.96218370965029,41,0,TRUE,0,0.96218370965029,0.96218370965029
"127","Quantiseq_T_cell_CD4._.non.regulatory.","CBSX__BPRNACanProMet__Neu",0.962183709650289,41,0,TRUE,0,0.962183709650289,0.962183709650289
"128","CBSX__BPRNACanProMet__Neu","Quantiseq_T_cell_CD4._.non.regulatory.",0.962183709650289,41,0,TRUE,0,0.962183709650289,0.962183709650289
"129","Epidish_CBSX_sigmatrix_HNSCC_Fig2cd_CAFs","CBSX__sigmatrix_HNSCC_Fig2cd__CAFs",0.962111245514715,41,0,TRUE,0,0.962111245514715,0.962111245514715
"130","CBSX__sigmatrix_HNSCC_Fig2cd__CAFs","Epidish_CBSX_sigmatrix_HNSCC_Fig2cd_CAFs",0.962111245514715,41,0,TRUE,0,0.962111245514715,0.962111245514715
"131","CBSX__BPRNACan3DProMet__M1","CBSX__BPRNACan__M1",0.961764108914463,41,0,TRUE,0,0.961764108914463,0.961764108914463
"132","CBSX__BPRNACan__M1","CBSX__BPRNACan3DProMet__M1",0.961764108914463,41,0,TRUE,0,0.961764108914463,0.961764108914463
"133","DeconRNASeq_BPRNACan3DProMet_M1","DeconRNASeq_BPRNACanProMet_M1",0.96149681673976,41,0,TRUE,0,0.96149681673976,0.96149681673976
"134","DeconRNASeq_BPRNACanProMet_M1","DeconRNASeq_BPRNACan3DProMet_M1",0.96149681673976,41,0,TRUE,0,0.96149681673976,0.96149681673976
"135","Epidish_CBSX_sigmatrix_HNSCC_Fig2cd_Macrophages","CBSX__sigmatrix_HNSCC_Fig2cd__Macrophages",0.961456828039782,41,0,TRUE,0,0.961456828039782,0.961456828039782
"136","CBSX__sigmatrix_HNSCC_Fig2cd__Macrophages","Epidish_CBSX_sigmatrix_HNSCC_Fig2cd_Macrophages",0.961456828039782,41,0,TRUE,0,0.961456828039782,0.961456828039782
"137","Epidish_BPRNACan3DProMet_M2","CBSX__BPRNACanProMet__M2",0.961225744811962,41,0,TRUE,0,0.961225744811962,0.961225744811962
"138","CBSX__BPRNACanProMet__M2","Epidish_BPRNACan3DProMet_M2",0.961225744811962,41,0,TRUE,0,0.961225744811962,0.961225744811962
"139","%VISTA.CD11b.","X.VISTA.CD11b.PanCKp",0.960606292674486,41,0,TRUE,0,0.960606292674486,0.960606292674486
"140","%VISTA.CD11b.PanCKp","X.VISTA.CD11b.",0.960606292674486,41,0,TRUE,0,0.960606292674486,0.960606292674486
"141","Epidish_BPRNACan3DProMet_M1","CBSX__BPRNACan3DProMet__M1",0.959903589712164,41,0,TRUE,0,0.959903589712164,0.959903589712164
"142","CBSX__BPRNACan3DProMet__M1","Epidish_BPRNACan3DProMet_M1",0.959903589712164,41,0,TRUE,0,0.959903589712164,0.959903589712164
"143","CBSX__BPRNACan3DProMet__M1","CBSX__BPRNACanProMet__M1",0.959701841165801,41,0,TRUE,0,0.959701841165801,0.959701841165801
"144","CBSX__BPRNACanProMet__M1","CBSX__BPRNACan3DProMet__M1",0.959701841165801,41,0,TRUE,0,0.959701841165801,0.959701841165801
"145","XCELL_CD4._naive_T.cells","CBSX__LM22__Mast_cells_activated",0.958818663104367,41,0,TRUE,0,0.958818663104367,0.958818663104367
"146","CBSX__LM22__Mast_cells_activated","XCELL_CD4._naive_T.cells",0.958818663104367,41,0,TRUE,0,0.958818663104367,0.958818663104367
"147","DeconRNASeq_BPRNACan3DProMet_NK","DeconRNASeq_BPRNACanProMet_NK",0.957045596174876,41,0,TRUE,0,0.957045596174876,0.957045596174876
"148","DeconRNASeq_BPRNACanProMet_NK","DeconRNASeq_BPRNACan3DProMet_NK",0.957045596174876,41,0,TRUE,0,0.957045596174876,0.957045596174876
"149","DeconRNASeq_BPRNACan_M0","DeconRNASeq_BPRNACan3DProMet_M0",0.956819685933738,41,0,TRUE,0,0.956819685933738,0.956819685933738
"150","DeconRNASeq_BPRNACan3DProMet_M0","DeconRNASeq_BPRNACan_M0",0.956819685933738,41,0,TRUE,0,0.956819685933738,0.956819685933738
"151","Epidish_BPRNACan_M1","CBSX__BPRNACanProMet__M1",0.956809410637212,41,0,TRUE,0,0.956809410637212,0.956809410637212
"152","CBSX__BPRNACanProMet__M1","Epidish_BPRNACan_M1",0.956809410637212,41,0,TRUE,0,0.956809410637212,0.956809410637212
"153","DeconRNASeq_BPRNACan3DProMet_M2","DeconRNASeq_BPRNACanProMet_M2",0.956641257513775,41,0,TRUE,0,0.956641257513775,0.956641257513775
"154","DeconRNASeq_BPRNACanProMet_M2","DeconRNASeq_BPRNACan3DProMet_M2",0.956641257513775,41,0,TRUE,0,0.956641257513775,0.956641257513775
"155","Epidish_BPRNACan_CD4","Epidish_BPRNACanProMet_CD4",0.956510625957978,41,0,TRUE,0,0.956510625957978,0.956510625957978
"156","Epidish_BPRNACanProMet_CD4","Epidish_BPRNACan_CD4",0.956510625957978,41,0,TRUE,0,0.956510625957978,0.956510625957978
"157","CBSX__BPRNACan3DProMet__cancer","CBSX__BPRNACanProMet__cancer",0.956095492441265,41,0,TRUE,0,0.956095492441265,0.956095492441265
"158","CBSX__BPRNACanProMet__cancer","CBSX__BPRNACan3DProMet__cancer",0.956095492441265,41,0,TRUE,0,0.956095492441265,0.956095492441265
"159","%CD11b.CD68.","X.CD11b.CD68.PanCKp",0.954977020886033,41,0,TRUE,0,0.954977020886033,0.954977020886033
"160","%CD11b.CD68.PanCKp","X.CD11b.CD68.",0.954977020886033,41,0,TRUE,0,0.954977020886033,0.954977020886033
"161","CBSX__BPRNACan3DProMet__B","CBSX__BPRNACan__B",0.953368627122382,41,0,TRUE,0,0.953368627122382,0.953368627122382
"162","CBSX__BPRNACan__B","CBSX__BPRNACan3DProMet__B",0.953368627122382,41,0,TRUE,0,0.953368627122382,0.953368627122382
"163","%CD8.GzBn","X.CD8.PDL1nPanCKn",0.953214126766651,41,0,TRUE,0,0.953214126766651,0.953214126766651
"164","%CD8.PDL1nPanCKn","X.CD8.GzBn",0.953214126766651,41,0,TRUE,0,0.953214126766651,0.953214126766651
"165","Epidish_BPRNACanProMet_CD8","CBSX__BPRNACanProMet__CD8",0.952851044659346,41,0,TRUE,0,0.952851044659346,0.952851044659346
"166","CBSX__BPRNACanProMet__CD8","Epidish_BPRNACanProMet_CD8",0.952851044659346,41,0,TRUE,0,0.952851044659346,0.952851044659346
"167","Epidish_BPRNACanProMet_M1","CBSX__BPRNACan3DProMet__M1",0.952024183719757,41,0,TRUE,0,0.952024183719757,0.952024183719757
"168","CBSX__BPRNACan3DProMet__M1","Epidish_BPRNACanProMet_M1",0.952024183719757,41,0,TRUE,0,0.952024183719757,0.952024183719757
"169","Epidish_BPRNACanProMet_M2","CBSX__BPRNACanProMet__M2",0.951891379163052,41,0,TRUE,0,0.951891379163052,0.951891379163052
"170","CBSX__BPRNACanProMet__M2","Epidish_BPRNACanProMet_M2",0.951891379163052,41,0,TRUE,0,0.951891379163052,0.951891379163052
"171","%CD8.GzBn","X.CD8.PanCKn",0.950936716611456,41,0,TRUE,0,0.950936716611456,0.950936716611456
"172","%CD8.PanCKn","X.CD8.GzBn",0.950936716611456,41,0,TRUE,0,0.950936716611456,0.950936716611456
"173","Epidish_CBSX_LM22_Mast.cells.activated","CBSX__LM22__Mast_cells_activated",0.950100782455632,41,0,TRUE,0,0.950100782455632,0.950100782455632
"174","CBSX__LM22__Mast_cells_activated","Epidish_CBSX_LM22_Mast.cells.activated",0.950100782455632,41,0,TRUE,0,0.950100782455632,0.950100782455632
"175","DeconRNASeq_BPRNACan_M1","DeconRNASeq_BPRNACanProMet_M1",0.948947782399866,41,0,TRUE,0,0.948947782399866,0.948947782399866
"176","DeconRNASeq_BPRNACanProMet_M1","DeconRNASeq_BPRNACan_M1",0.948947782399866,41,0,TRUE,0,0.948947782399866,0.948947782399866
"177","%CD8.GzBn","X.CD8.GzBnPanCKn",0.948940616229994,41,0,TRUE,0,0.948940616229994,0.948940616229994
"178","%CD8.GzBnPanCKn","X.CD8.GzBn",0.948940616229994,41,0,TRUE,0,0.948940616229994,0.948940616229994
