,Cluster 4,Cluster 7,Cluster 21,Cluster 11,Cluster 5,Cluster 18,Cluster 1,Cluster 12,Cluster 3,Cluster 2,Cluster 15,Cluster 8
Patient133,0.109726815299167,0.220880620289843,0.222642398409314,0.0759005060555037,0.603880418591104,0.0088325547688579,36.8882240496963,0.239194830731141,0.759773715579688,0.899361064626257,0.184336831731025,0.144962675649905
Patient134,0.37175570668425,0.284790255759263,0.126490367219473,0.0252903435746566,0.540992420450662,0.0004233002555295,52.6374553244371,0.151581363325978,0.82474709094718,0.647514707231474,0.0469893759259666,0.275130511795518
Patient135,0.501829781913715,0.316059214236413,0.193226886678672,0.0481423133210838,0.807505672805326,0.0765625982430338,3.79803320042774,0.13673662175767,0.826517572102493,0.849209335889468,0.350108110155918,0.161762683447126
Patient137,0.155622910965015,0.189261838263804,0.321613039518544,0.0976210422737915,0.450884137213825,0.0,74.1648534344627,0.237239955239383,2.20750314847923,0.644343345807566,0.0527376475020696,0.22733425912557
Patient13,0.547687102222416,0.368694038146266,0.194259623481021,0.136301261515413,0.493678041766496,0.0430449581419558,0.474043361082077,0.14675752776964,0.42818404227248,0.837306064288539,0.0489097835665021,0.0676341170134866
Patient140,0.286889210722291,0.295781362504116,0.184131751311959,0.111776627177079,0.478792727134426,0.0255883393102083,0.106554431401069,0.156747777244094,0.313187100790917,0.826115891286113,0.112261509069355,0.175920426372662
Patient141,0.634315496422918,0.369334959250491,0.0445959066411147,0.404838355488595,1.47579167073371,0.0582153568347059,0.10339064586217,0.207476117141886,0.163244772047497,0.507294986603,0.0011185974258633,0.083146081788925
Patient142,0.346573712524392,0.181751949030455,0.2783584358183,0.0329945075027048,0.577463685856639,0.0,1.18029440719777,0.276646459610194,1.20228748508306,0.826425876750638,0.124739211297394,0.0053455297819108
Patient143,0.156932015555438,0.153148565168654,0.463776837779212,0.0176167627893667,0.249148130054381,0.0,0.139392119040629,0.204386608359765,0.27662723244632,0.858703518674255,0.0125747425882908,0.0691587417469855
Patient144,0.615768957443236,0.265248882163971,0.11429222024385,0.0484233932400559,0.704043002270491,0.0744446628935394,0.383148682977756,0.181122841609619,0.682893232760901,0.904361253092082,0.246035149061375,0.157090998301362
Patient145,0.476562863986167,0.214581498147369,0.234847789277456,0.0219420131568521,0.919573201423264,0.0,0.454434830726627,0.190084384393476,1.58643502764174,0.854434300314517,0.531972388846355,0.0608405432629903
Patient146,0.623064491696238,0.287118111374103,0.127148092130941,0.328351913279977,0.715984720095477,0.0135691691119056,1.04133568050563,0.188242535009621,0.483286708692144,0.852998201538737,0.31165314119794,0.0939275198478277
Patient147,0.556010380679243,0.379765330015493,0.0714532613531317,0.130172626306743,0.466441600154629,0.0404682733649841,0.170184177039543,0.15951636422082,0.203775990990715,0.88441219222509,0.0,0.143425530074349
Patient148,0.191799283155472,0.316152403381782,0.282689140444709,0.159594593590905,0.482592239050905,0.0020297078055036,1.38620999755561,0.108697927097319,1.0961178873409,0.917279303896012,0.345514106652205,0.0666772288465327
Patient149,0.277519606161914,0.19596757297989,0.3788958578588,0.0098672638911126,1.42007183978727,0.0045619452199479,10.7283464941835,0.212039282318144,2.43473084980379,0.801852705312812,0.323858376815623,0.18869069333351
Patient14,0.349308429275714,0.245412573505466,0.232213671336729,0.0723316158163907,0.786491995112278,0.0168348115558166,0.487380721281933,0.241257901377033,1.22828405975019,0.900770934949521,0.136252280847721,0.084924595144024
Patient150,0.349550693202256,0.329334743951959,0.131968715566222,0.0209544525327692,0.465772412564447,0.0144016296123418,9.26485941391691,0.219065462130754,0.561382410510875,0.91796342005978,0.131747971182354,0.232943020132946
Patient154,0.721391886518666,0.304291051667142,0.0781049513307737,0.0235569478864412,0.465827757690394,0.0570836836211299,12.4034099927298,0.149704980561445,0.731481675945327,0.859545501793407,0.0753422939314635,0.0719679110623217
Patient155,0.181335943975399,0.296632207280793,0.0882539192453478,0.24584797968189,0.491464419274929,0.0,0.129286963249299,0.159821120572337,0.635690452454689,0.544257062798927,0.0461875394463363,0.0755063833957193
Patient156,0.594392970397562,0.267239226021856,0.122260032128548,0.340364614605818,0.534928597787171,0.0446114381934328,0.124164050012669,0.283849927443365,0.790854515009109,0.892873609876438,0.0633192921342728,0.0116496743206218
Patient158,0.296443964024258,0.319119980393138,0.296527568143401,0.18271778162212,0.534040709974601,0.0140614132092367,2.27632908232387,0.123855729195176,0.530813356669263,0.889955282947664,0.0,0.124080565027951
Patient159,0.395549724277881,0.356276189327509,0.179246906349887,0.136378870368541,0.430233439295432,0.0341478379731423,7.9473028199155,0.167097823627984,0.519481207079837,0.851008717635301,0.21347329417874,0.234233606193782
Patient15,0.308404500511561,0.353375046510785,0.21356102284918,0.023165906558067,1.58838330346631,0.0,1.23699171933722,0.134586230024615,0.694088162967725,0.775134835452396,0.283124019218758,0.127199097133142
Patient162,0.156065844129163,0.318819782548256,0.276871281622707,0.0294142121016407,0.363883801097476,0.0086937583218511,21.2635434152003,0.171332234931341,0.420130895726967,0.929493653346874,0.222038048314843,0.129606645153773
Patient163,0.554072542994276,0.373468927062262,0.150373196964087,0.0394917409186832,0.618130437091336,0.0779757590311566,3.44667830625809,0.0593468117747439,0.601367247690855,0.848225910593923,0.0,0.386630232572676
Patient165,0.547287503386365,0.315023148874558,0.141623053602707,0.341082110459176,0.510337030238395,0.033716991498898,1.20055755500287,0.192214689741998,0.641471982577455,0.807823977815249,0.287594115108621,0.0343232311081573
Patient166,0.578431915841186,0.360487345887517,0.039246563615044,0.174797071683947,0.414214009341304,0.0472406480167836,0.159308814211427,0.138805021967193,0.223921808584611,0.835517565271587,0.0668594293582338,0.179497192244616
Patient167,0.33274970429925,0.268071317390705,0.262145123713981,0.104907211099019,0.491409788823114,0.0010704792257408,0.946067496604884,0.281495147021031,1.1002171236668,0.89835101944228,0.134087369674893,0.011878613668065
Patient168,0.593809834644008,0.275411477858015,0.0950214008104102,0.379720528870372,0.492090567292074,0.025207873980281,0.463248501037312,0.221782288609249,0.322125808398184,0.648021977746267,0.128935512385446,0.221729777874409
Patient169,0.393500378782279,0.327420341275622,0.269142320761167,0.0,1.35250909170961,0.0,0.398920643027335,0.119572905472572,0.618667456394093,0.885813762825914,0.341081560428577,0.135515138129603
Patient170,0.469115894650345,0.28857931522992,0.103631238226007,0.107951910149761,0.601363584572748,0.0170072768955263,0.193870858278693,0.216669341698423,0.353397410732708,0.879464759544191,0.212246758213032,0.281680419625059
Patient172,0.381693091432417,0.290515175240245,0.187401887751477,0.0,2.59449815904196,0.0,0.603724229506559,0.13145812607381,1.13280206268953,0.641148177213691,0.196913760503036,0.215686408377897
Patient173,0.580485508895291,0.276663630990304,0.171998566727169,0.117017955999476,0.593618155617234,0.0584806194437671,0.270502729567177,0.178788607787289,0.861450736743084,0.877633087929651,0.313086281049398,0.0875023921675159
Patient179,0.0849991433776787,0.396816245314191,0.0438933088527508,0.0510509873614153,0.405608174611552,0.176577168440626,0.156030580615346,0.0784253706346897,0.0794815134357624,0.0,0.0024454175340648,0.37410069825352
Patient17,0.26205221234906,0.181621036709784,0.348796824455685,0.122559553993989,0.648764880655039,0.0230517379004986,15.0653172072953,0.277904103992962,1.85543034711334,0.922134416818855,0.137712569337092,0.136680998770047
Patient181,0.521541933316893,0.262949260276439,0.148451115139274,0.0301154119921458,0.738060507397282,0.0671461361540393,0.334044452522405,0.206619270994262,1.18671021608701,0.848711322200625,0.0926885688281532,0.23701691085889
Patient183,0.269814552587767,0.365730234125177,0.222924347963454,0.0175902059023701,0.632438003916952,0.0344478573380001,7.58805401363956,0.143585374526482,0.699257853139948,0.840405947350155,0.0548936965749664,0.229020415699132
Patient184,0.289451628178558,0.171623596580984,0.155340374935249,0.472038652392005,0.891845285064912,0.0471549141039382,0.34774189319113,0.373067822105745,0.802378756348112,0.897826736591305,0.0,0.0
Patient185,0.509726772446153,0.320606811433821,0.135612920903,0.150225749509786,0.636849357789008,0.013584848093792,1.22973450568963,0.148554799118142,1.0584190594524,0.88727676691785,0.086119726830224,0.049786318540633
Patient187,0.576935532662521,0.257344221448735,0.173605374644685,0.0287075671831135,1.02408485076632,0.0603842445835283,24.4141288720233,0.218525579388632,0.540923830791305,0.92691668091834,0.292612529916602,0.230001655158766
Patient188,0.579969056690779,0.406027956476649,0.150788379699655,0.0489063315184641,0.504360848825117,0.0,1.59983578359823,0.0932524606175262,0.356498787162384,0.905415079186519,0.080270211738275,0.0905331810661341
Patient18,0.516683794302261,0.321066644938518,0.0956540156868617,0.087005190884357,1.22614350180685,0.0482467672649327,0.958645792706833,0.238786535381812,0.171375249496864,0.888713597003955,0.143967571005021,0.127783088866588
Patient1,0.189287655814275,0.431056108866479,0.166169983155051,0.0274982907276925,0.414762202619253,0.0169460176516739,6.30614789063508,0.104934051147815,0.191701145772908,0.85779589919599,0.17786164911819,0.198735180691737
Patient20,0.307349257677817,0.185150913742611,0.350526975487885,0.0,0.708483535833911,0.0,1.08334278165924,0.295357208706736,1.23841686802969,0.910260015453289,0.202851227557355,0.0209262360971152
Patient21,0.334485017563927,0.293056930025057,0.131749906694024,0.172498676230208,0.45738769349239,0.011659520756251,0.827093613549982,0.193210436487782,0.282125785994419,0.802814922725037,0.0733397404838716,0.0376284476784957
Patient22,0.505758540532084,0.35047206059497,0.0793833441836842,0.0713241792273446,0.440667076831857,0.0623642459575161,0.107052074646887,0.127656804132917,0.276897668282125,0.853519684758297,0.208303742285737,0.124479768594205
Patient23,0.510319865017531,0.336298394164494,0.10340210929245,0.4086275757513,0.47429380506859,0.0348754507082065,2.10468564165438,0.277628842906574,0.456812745480609,0.885281789520234,0.0192812911024376,0.162164009212246
Patient24,0.709284981317581,0.289875325282037,0.0702147241305809,0.194152171194498,0.415379082572354,0.0005305866103352,3.55392606169817,0.178569606763454,0.437651133991221,0.751322940405238,0.0477166054911627,0.0572038839143776
Patient25,0.479433117221013,0.248619118411362,0.184436966368627,0.0421931158329864,0.735150446828263,0.0473922702019305,0.271125010535977,0.221337688735071,1.02572237806769,0.946830275839029,0.402641931413575,0.195195573658755
Patient27,0.173344599617901,0.366481947882371,0.141753426237624,0.0295677573599147,0.608322831534977,0.0223804876751042,26.5765952305174,0.150183376460596,0.400336095554982,0.658984834494532,0.0599230908338102,0.263340657226188
Patient30,0.208909256147489,0.298702750295299,0.407638220617941,0.0,0.397923100813746,0.0,2.59547617129838,0.199856349377261,1.05777549419646,0.854282285141578,0.0784475780525312,0.0624534952187844
Patient31,0.331097625182798,0.344439511696698,0.185787057639411,0.0566600392350428,0.344488519777525,0.0179637498603157,8.63693420646381,0.179675034064348,0.439210604109709,0.945118889369875,0.229512334772364,0.0637107301893733
Patient32,0.596336050522998,0.378389613469832,0.0982026083072839,0.127433285134,0.46600780232168,0.0577633289305788,0.278473461910481,0.104899455551031,0.434281095735893,0.709307151399356,0.0815600450418821,0.253544113060439
Patient33,0.301464798328283,0.180563557048138,0.318816051602421,0.0866646765039082,1.05293342922945,0.0267122518415409,66.5812567859929,0.188983925740365,2.33171323200527,0.899071269375612,0.216496674764512,0.164126864524939
Patient34,0.0647136808522099,0.326234704179185,0.0681185763787395,0.0287673241772526,0.531490829106352,0.0353371199389378,0.633273160627012,0.136357940542918,0.830430382817852,0.942655504251777,0.153974092675486,0.22221806517955
Patient35,0.436111316115216,0.335394413990673,0.189952718206978,0.108458623661781,0.304997167879812,0.044053419773553,0.666491653129586,0.174563573755353,0.41228293713521,0.894765857267987,0.0843108432007713,0.142994967890489
Patient36,0.624450054630871,0.408153240086672,0.0988139603725457,0.0844332913027953,0.302838778280276,0.0630905554190881,0.780381294982342,0.125278648390096,0.269886059793559,0.888909093378858,0.257229067599519,0.282897523382775
Patient37,0.491537634612321,0.290152223236662,0.161285763003734,0.0530145795844681,0.63695291249314,0.0,40.3159112665806,0.195503597625608,1.37128137259067,0.781496850964121,0.144774393285915,0.301329819083502
Patient38,0.532400474942685,0.381023151158813,0.130003214052657,0.0832502846433904,0.368393554739761,0.0,0.998490738626201,0.140714489203977,0.526567550859615,0.76142699174649,0.215304370260907,0.128468464845948
Patient40,0.464644329638585,0.388936431731197,0.0847705769444198,0.0719299466267301,0.494965033337137,0.0062025749938375,5.35086680298931,0.09236277195302,0.24905876785325,0.850258923546282,0.29087368497377,0.0781539932245361
Patient42,0.330062200843361,0.364756330400577,0.210499445535505,0.209300266786578,0.49009091995846,0.0418689214394017,2.38794907907978,0.148793362908923,0.338682737235044,0.980561499531225,0.0861218857905359,0.232212670728748
Patient44,0.182605457454567,0.275736251099817,0.321451107120389,0.0884361629577966,0.748682739931952,0.0392335021354776,11.8154715673987,0.198141909091378,0.863828832399509,0.514403882024801,0.0,0.186919743138769
Patient45,0.281486516189276,0.182789924936064,0.292218392406801,0.128316493051445,0.537249732252147,0.0034598140854594,8.25638178379556,0.33883047569497,1.10723339841297,0.890648600631034,0.230594742371088,0.132092296819031
Patient47,0.70062412029306,0.403547885949885,0.0644661081438914,0.0330878100534555,0.505596110430438,0.101013342939299,0.118878153548022,0.0806109242915069,0.2533898791107,0.898769173135761,0.0370991139073929,0.0969082331118135
Patient48,0.333022658328489,0.407141390223839,0.109519417211613,0.0357612796388223,0.368982025086527,0.0,1.49167696796774,0.0707670856974992,0.18902117430709,0.716182448647518,0.171871814832147,0.117550001082782
Patient4,0.665019603480802,0.291122089537991,0.126640049678711,0.0896797190163575,0.606600763029129,0.020720756506583,1.08245130527809,0.15485958722278,0.470146838259922,0.909481651242414,0.183640415538498,0.319393464402097
Patient51,0.442807027394136,0.19276659314193,0.262936474480926,0.0310875999077752,0.652068605720762,0.0218471156489677,5.40903348869612,0.215737825657934,0.663325949813785,0.90850242647838,0.222444650990335,0.0926408427756402
Patient58,0.575966649907829,0.398544042936111,0.084579701886234,0.0819465576114273,0.631272262802737,0.0,0.307831628499957,0.0822853022725859,0.352810156826019,0.884474741091294,0.09898082442082,0.105851673081885
Patient61,0.0633769766066844,0.0785678142036592,0.404464948274805,0.0700672533394256,1.68312579934095,0.0475055303435694,0.993191551250905,0.380156165871148,1.67918134953747,0.913462282009606,0.0,0.003461997278451
Patient62,0.42746040869136,0.112827594545893,0.286120038290545,0.179081544987099,0.70904291982178,0.0274749932006858,4.3792234420591,0.267230340522217,1.7809364428834,0.949370275367309,0.219895662530975,0.090049393397611
Patient63,0.235445945359666,0.4049299939825,0.122946754563226,0.0873031933245765,0.506068105816041,0.0,0.259613983272825,0.0784167319736206,0.333652060859757,0.80462400961604,0.208905161674355,0.0154784190226575
Patient67,0.607427240247848,0.450568478536879,0.0765016229931606,0.0825624076157793,0.746344058590257,0.0062411275007061,1.30218632157987,0.0566000544774737,0.276210214060206,0.42598541064202,0.062945319082174,0.198505761773228
Patient6,0.364557550417747,0.377000426441204,0.134528603598348,0.143798639124356,0.608808336363869,0.0,0.238205450436102,0.11528744108213,0.444235615047492,0.771409807290212,0.267813523707758,0.149381686963212
Patient72,0.550430514167131,0.318570405474177,0.129328147803955,0.0908988888116185,0.414101165422794,0.00838510794656,0.620978543251148,0.216336439389176,0.457255833419757,0.767376684340117,0.0945278897764086,0.419157701288981
Patient73,0.465404863561433,0.326000538090995,0.182982612703292,0.0629413660174949,0.54750766010221,0.0118580811572133,1.88359683571471,0.190248984627783,0.412645438010636,0.874629308522696,0.064971786073375,0.177459847184778
Patient75,0.180331571859968,0.218032484407024,0.289273677884237,0.0250811812777689,0.50721005160498,0.0036452206676878,23.0432869595299,0.234592086359623,0.792216994959129,0.794586517559016,0.021259096062475,0.074841716299057
Patient77,0.287250470160304,0.208502146295109,0.318429366885019,0.0,0.472756219823349,0.0,2.07902491693981,0.274642522225547,0.971910908853694,0.883540927862085,0.139106824848839,0.1186163941844
Patient78,0.586440236810025,0.201436375748205,0.198071421734815,0.176467347672494,0.794720660555482,0.0396532371791454,1.31799795308543,0.302015962759121,1.64727791564779,0.962012559626004,0.103238099752957,0.131575953152164
Patient79,0.412098858905651,0.184437815795846,0.315298064841938,0.0275311857924285,0.39575769704936,0.026586290515484,1.01101726457671,0.31189147695676,1.8238334151185,0.94367691156885,0.218986232677158,0.0889877995288923
Patient7,0.233400352760753,0.343239174446824,0.253361385217297,0.0250479191125467,0.463872859590835,0.0026843451409984,2.39627616800561,0.120152600423104,0.500656609514857,0.882476187781359,0.161285761976232,0.193235782296307
Patient82,0.598870825440147,0.371387309026572,0.08051387996942,0.0928358451282366,1.06737624724222,0.0869449585950248,1.43212420692228,0.137890436781639,0.25182542255101,0.819007108205083,0.075367305449649,0.138110731669988
Patient83,0.662035033334088,0.397925826354439,0.0760447190027647,0.0985232293445155,0.431994826021317,0.106283881555321,0.231804813472581,0.106518396518179,0.190019697169284,0.865874818999457,0.10275936845565,0.250741706944223
Patient86,0.349738012246169,0.239686319861921,0.244740093080518,0.042455726798292,0.511695088025805,0.0,121.55053880926,0.257100726825395,1.23484956975831,0.559131831355357,0.0129239451060821,0.242057506363971
Patient87,0.125089610156457,0.351908190699727,0.247162450386161,0.0403299452968658,0.591368258704937,0.0802110658859869,42.8346862203182,0.11500587153422,0.66873375513918,0.521109922681249,0.0945862669075874,0.375087786700091
Patient8,0.632045674303953,0.340252529879135,0.0899974043930692,0.0806067688139658,0.391981640238013,0.0483800531129354,1.01402354798631,0.130516732190456,0.390844065948793,0.769938826679838,0.244197117285089,0.291535935684358
Patient94,0.327705691546275,0.332398540349321,0.203687245939861,0.136311881731616,0.729118970750559,0.0103743497563574,1.67852039968551,0.156406033323118,0.624042822679452,0.803402112585524,0.101592666713402,0.0310291450055328
Patient96,0.529838525961857,0.335694738232691,0.149147357198618,0.120044834124943,0.310175587090283,0.0830111019525112,0.392556246427976,0.178461698316265,0.226073118409693,0.87553450068407,0.228999074947962,0.159977746356277
Patient98,0.341586595060732,0.20944997070357,0.316753772047067,0.0363398652307492,0.627291676697866,0.0041947571139695,14.34469865718,0.246700403430924,0.925001769756956,0.871204978401321,0.220810041736659,0.287948313962119
Patient99,0.228712283229509,0.139108281074099,0.30734129143968,0.222856062849076,0.679885139599834,0.0340009764468163,8.88449464227323,0.274782886629618,2.33213987463187,0.929363187656427,0.324686850340947,0.0911532965771391
Patient9,0.637956416989452,0.387799389801982,0.0791473979416405,0.0350246768892086,0.468959302970733,0.0159867440782122,2.84598503291895,0.0973706899258599,0.348113742538679,0.938432776042456,0.0726864190445046,0.304607746653509
Patient56,0.287925731466776,0.213603028971396,0.138716211499234,0.0497883293674606,1.7084786206891,0.0227000870141294,0.726730253250031,0.208549355103128,1.10848462306095,0.610611813659775,0.155251510958666,0.16522802944141
Patient191,0.157723523687354,0.195026883944084,0.345367613934162,0.086358625616821,0.639022870154323,0.0464358236332301,1.53608462975768,0.258181310446039,1.2900911310972,0.96860188515854,0.210993529133347,0.18112326403094
Patient189,0.153236501653551,0.286373524225513,0.0983605772217142,0.0115435726720952,1.01858532847684,0.0034194171503809,0.114772138916921,0.117878197656036,1.0175397413532,0.869340340678456,0.0382935947038305,0.203984678847288
Patient200,0.338778359169599,0.264202472710442,0.272189978211158,0.0716145577942276,0.446447725939196,0.0,1.7708744695337,0.224014295137351,1.11903000077627,0.906609933835259,0.208792912692644,0.0118417386343529
Patient201,0.714912199274054,0.30455084261795,0.0392770119985549,0.118491974211501,0.476886793899241,0.0956527392042153,0.14715320191292,0.160468790896488,0.319761791147747,0.894398822481442,0.145174566393317,0.0798016382232482
Patient203,0.441206648422719,0.295417817151213,0.128887459748171,0.0105468363556496,0.782595780025501,0.0173339334183449,2.87935664475851,0.153880919603043,0.857220620590135,0.872305142732221,0.135539175817489,0.172978914767687
Patient193,0.338842201866641,0.290668261324053,0.20181511128292,0.0187402757053632,0.5390332480755,0.034030396804592,0.7971724270158,0.239684613872046,0.622682797292675,0.937597899051943,0.101990261843802,0.108182920180521
Patient195,0.506838935195272,0.278834278894623,0.090213038008389,0.0661842272062434,0.602595810810231,0.0532191009684491,11.8769050718145,0.169516429593107,0.427761034033121,0.704581067412589,0.077753106090211,0.362598839952042
Patient196,0.397377109544369,0.303981429837551,0.087888408551847,0.238910472201089,0.433701699337134,0.067201973483018,2.76666428878851,0.154029590689462,0.538594864599919,0.807570916468971,0.0995835297931806,0.166558798040673
Patient197,0.359924101134639,0.328909019827109,0.054400703202677,0.265754032203157,0.469862803262309,0.0906717966576717,0.107099759800174,0.132845832098981,0.186592756115928,0.531444499830417,0.105219306142472,0.0999873452140777
Patient204,0.328032395647619,0.321149395136925,0.1430466313458,0.0643000915714821,0.695560522853479,0.0802638434754348,0.395457474211375,0.153438752055493,0.54170835743995,0.711818470240386,0.126031281253801,0.135191378398816
Patient205,0.459025677229543,0.182329366258837,0.230903499931197,0.0148386943797456,0.419996057428568,0.0314793389292775,0.233223903780944,0.256216958987998,1.05691403179089,0.933230876669852,0.353490105090178,0.0594317825072536
Patient206,0.63413562962819,0.263830554587601,0.13227951422626,0.0,0.828664205769308,0.0838799102556444,2.70427276146792,0.180223091130257,1.39210138304064,0.931270528090606,0.219731895119937,0.190693157512212
pvalue,0.04601465546887194,0.014167894312787773,0.024509883657158657,0.030311137951138142,0.00984777665027903,0.0402964234138351,0.04803788395543986,0.027179046317305593,0.012019617161933806,0.030778339655654276,0.03284404588241715,0.03423062598098608
