"pathways" "Patient1" "Patient10" "Patient100" "Patient102" "Patient105" "Patient106" "Patient107" "Patient108" "Patient11" "Patient112" "Patient116" "Patient117" "Patient121" "Patient125" "Patient126" "Patient127" "Patient13" "Patient130" "Patient131" "Patient132" "Patient133" "Patient134" "Patient135" "Patient137" "Patient14" "Patient140" "Patient141" "Patient142" "Patient143" "Patient144" "Patient145" "Patient146" "Patient147" "Patient148" "Patient149" "Patient15" "Patient150" "Patient154" "Patient155" "Patient156" "Patient158" "Patient159" "Patient162" "Patient163" "Patient165" "Patient166" "Patient167" "Patient168" "Patient169" "Patient17" "Patient170" "Patient172" "Patient173" "Patient179" "Patient18" "Patient181" "Patient183" "Patient184" "Patient185" "Patient187" "Patient188" "Patient189" "Patient191" "Patient193" "Patient195" "Patient196" "Patient197" "Patient20" "Patient200" "Patient201" "Patient203" "Patient204" "Patient205" "Patient206" "Patient21" "Patient22" "Patient23" "Patient24" "Patient25" "Patient27" "Patient30" "Patient31" "Patient32" "Patient33" "Patient34" "Patient35" "Patient36" "Patient37" "Patient38" "Patient4" "Patient40" "Patient42" "Patient44" "Patient45" "Patient47" "Patient48" "Patient51" "Patient56" "Patient58" "Patient6" "Patient61" "Patient62" "Patient63" "Patient67" "Patient7" "Patient72" "Patient73" "Patient75" "Patient77" "Patient78" "Patient79" "Patient8" "Patient82" "Patient83" "Patient86" "Patient87" "Patient9" "Patient94" "Patient96" "Patient98" "Patient99"
"374" "REACTOME_DOWNREGULATION_OF_ERBB2_SIGNALING" 0.158032402228775 0.0309446206386647 -0.391721049898165 -0.0415748637872805 -0.0377458098794795 -0.105215725655612 0.406704591578708 0.1468992854989 0.104027261593348 0.0391017636569182 -0.0574251968310835 -0.504231024876265 -0.0279833199916783 -0.379089170963417 -0.271316939338298 0.320456523919981 -0.260800389746267 -0.299469631350053 -0.174296763105995 0.189697817180315 -0.031950198098875 -0.203668591238149 -0.257316931338388 -0.0905942838090132 -0.353043950706428 -0.217796554660687 0.317059241752002 0.181735140125017 0.187343430931512 0.141563249044718 -0.200714413816421 0.127064343927574 -0.1319160821394 -0.17896758936806 0.0404575850116261 -0.429773283343885 0.109772448815396 -0.0181449371956101 0.41550702819428 0.0120818923060185 -0.0238626544008504 -0.0499798098346078 -0.0846480475889226 -0.171221094400984 -0.0527063097380102 -0.0275221462193806 0.0067368951585981 -0.0823874214749717 0.286952957703167 0.0064728464038229 0.117649012685504 0.0330215970327014 -0.383849183038872 0.0812916456664139 -0.141781115089087 -0.196121785302936 0.161079676877813 0.0348284176148884 -0.0475620713527893 0.106653938659466 -0.11267278825975 0.0576089754784407 -0.127609673260965 0.0232552775142722 -0.346077885252525 -0.269918509051829 -0.0407112598768196 0.00149617243123762 0.0610156159802033 -0.067950048925506 -0.153860876393559 -0.0922940171290834 -0.120684734655555 -0.249633790931798 -0.207484039082803 0.00975943360862316 -0.145643819941082 -0.0592064607868921 -0.414608341607407 -0.255966133988899 -0.364468269646689 0.0305459717039711 -0.290342781267634 -0.480791453156634 -0.0726502841552235 0.14362306916884 -0.0885914831992441 -0.417095567843407 -0.167893189562692 -0.25327250337446 -0.239349895470261 -0.150275649806461 0.0913499363677519 -0.219764480779746 -0.140006944278783 0.440760529501286 0.0489932761771098 -0.123868029107527 0.258958527640213 -0.00153560382414006 -0.402524510614024 -0.23516203728047 -0.0822930231606832 -0.382191889347605 -0.234986119357973 -0.16502796887783 0.140584132766783 -0.071791719245564 0.0741581813394705 -0.0643841250954622 -0.031928046674997 -0.144863741425215 0.140529394007433 0.0449868190313931 -0.453054414103671 -0.419959224404734 -0.102359927156152 -0.0648581889530812 -0.149670638381213 -0.408153158866916 0.0532533886309651
"375" "REACTOME_DOWNREGULATION_OF_ERBB4_SIGNALING" 0.102549314131954 0.387742786644149 -0.566046238771431 -0.183014787269583 0.159016469377517 -0.0777812561633897 0.570087934496707 0.647633976239224 -0.0177817829178673 -0.385118545388581 -0.181702313823211 -0.396375865863086 -0.617303895526243 -0.0711051829067531 -0.620470660982975 -0.33566376422322 0.0298067488613085 -0.49672638892084 -0.0297183830812454 0.549119249098139 -0.513212048327624 -0.31806384513266 0.0285532840108152 0.0794716655969094 -0.615325870311501 0.0978586104846126 0.419735299365178 -0.24198980027352 0.317697870101072 -0.314511458616929 -0.379308816527308 -0.212606702969141 0.0621874916272417 0.175094989300597 0.283922081037138 -0.329809433221117 0.236708437478633 -0.329167312643427 0.323429852771865 -0.38210430454416 -0.322954506155912 0.294335461939532 0.161398511289271 -0.20715824084967 0.495572104223436 0.210927337461581 0.155239997066687 -0.0670019280338834 0.0358073816436744 -0.177135796085423 0.157189582513563 0.197064483268049 -0.479665527042672 0.348490887911629 -0.173489928134676 -0.57059135373897 0.295044179845532 -0.545069244716399 0.0346147352521705 0.353748635706965 -0.151142419895224 0.51239386356943 -0.0107255593088804 -0.219366324622453 -0.275713192114 -0.326968173215762 0.419904834953933 -0.0233039418099151 -0.258894723206716 -0.441106069527058 -0.115013785695607 -0.389117258553154 -0.308626269787819 -0.465374550275415 0.21578995815738 0.317338347854601 -0.232535243757408 -0.24101838026595 -0.540834007509535 -0.403909586826449 -0.519449738369618 0.61030663434729 -0.534098200364814 -0.519371175226669 0.198115465552848 0.271236434769316 -0.00107547606419889 -0.112471932228733 -0.0271605310352833 -0.478414825377259 0.105447282693939 -0.0187066099232607 0.248184080587455 -0.340729502470143 -0.206518823632296 0.444783595103419 0.511579020565904 -0.266266681806972 0.55099903372612 0.450687788060643 -0.322829176094998 -0.370672262112103 0.167849584228945 -0.0750464678297155 -0.272970874835092 -0.0412695225513363 0.290624882358255 -0.285986692104422 0.208429534631707 -0.205921323802074 -0.306900521014541 0.00946919582704758 0.390884390969858 -0.216263432952922 -0.298035530574134 -0.243472358819267 0.301190026391518 0.0342074015438235 0.0349873620947904 -0.521253750333187 0.107656446044874
"376" "REACTOME_DOWNREGULATION_OF_SMAD2_3_SMAD4_TRANSCRIPTIONAL_ACTIVITY" 0.0161930194257721 -0.42910462929139 -0.160797006423199 -0.395353917086749 0.0540384838900397 -0.300355247076147 0.25599578377479 0.151571894158616 0.169008190672223 -0.385364654085905 -0.353641779673179 -0.463654968201066 -0.397027371440931 0.046912694461624 -0.369216300709594 -0.245884788690039 0.339666096908677 -0.131544395239256 0.420292452439469 0.20337462411533 0.0474440420882791 -0.218430102889965 0.0674598663617325 0.1262927604001 -0.296897196348361 -0.151581506625494 0.171507340281349 0.323733675296149 -0.165129676446009 0.264678550655378 0.150867412478534 0.143159100169944 0.170300796892863 0.0570386896977017 0.33185655642195 -0.184329103850431 0.207699990288727 -0.472548534239986 -0.414138926979311 -0.392117309360714 -0.277433423133224 0.343397316505702 -0.0922829163008348 -0.0585111837620945 -0.0415726117029769 0.142240175598046 0.189526102529893 -0.184384708361309 -0.169815958583887 -0.219013799036028 0.413990159644267 -0.0633796480492389 -0.121408238008415 0.440040393086233 0.10585351465233 -0.435356796357633 0.248617379738851 0.021340557932996 -0.402418018012989 -0.135435947396635 0.173727188807748 -0.067093458315443 -0.223152513216218 -0.0315699230412464 -0.0618944214682308 -0.204018133063514 -0.100555669798092 0.0005489247470985 -0.177572808487713 -0.171791953211673 -0.31746315298637 -0.14812522956436 -0.144399705221999 -0.153278710238298 0.31160694795583 0.166260594204167 0.406993964123999 -0.306903278146326 -0.285063978788569 0.0476242332190337 -0.103017716365165 0.0034263375856996 -0.0749013787624612 -0.423083650170201 0.0295003363876639 0.0190338314500085 -0.277038787644993 0.196498646125222 -0.275835268287551 -0.0707244945588667 0.210716174191325 -0.0580276113428908 -0.13271782188808 -0.344413034329057 0.0797827529874915 0.0575143660515622 0.276871261952935 -0.488103822238492 -0.029391357073259 0.046781613441929 -0.353477351113633 -0.155046041136306 -0.0752334688035374 0.0408292407637909 0.164190296328747 -0.165768462928813 0.187567339287005 -0.0639368696667901 0.156187493481447 -0.15025082974299 -0.423025846880718 0.0283082873292843 0.164577266766123 0.136636833032949 0.151415699671936 -0.149006266923733 0.184776714525072 -0.277628057577593 -0.080982591318891 -0.0250288944943655 0.168978684985719
"377" "REACTOME_DOWNREGULATION_OF_TGF_BETA_RECEPTOR_SIGNALING" -0.0117182286714478 -0.291813947093266 -0.45673992116452 -0.373815502145355 0.0248279721498321 -0.380292158698581 -0.0815296324099578 0.251327980397227 0.133945668640687 -0.219954718077545 -0.419773300724355 -0.330225253171102 -0.384924670401111 -0.157521341093089 -0.387273782570434 -0.387216503215274 -0.0666765142596291 0.0241722663674671 0.193264603585145 0.115736221451018 -0.00985650620011774 -0.154414647472152 0.237219880157534 0.0283176228064141 -0.320538516463376 0.0564922654621018 0.426860403929735 0.325560065301296 -0.123785158296708 0.133459280306749 0.042924791674364 -0.296624779420003 0.271782142898906 0.18536915348139 0.211246688652451 -0.321957592680121 -0.264428276121689 -0.401821820391082 0.0757863788790154 0.0453949985542075 -0.207061128849369 0.113242840463891 -0.338394226533697 -0.386094069545554 0.0477610525289938 0.3187341663462 0.153902009595398 0.0433073911686311 -0.231138031900076 -0.322217926905949 0.251826928942786 0.145436862131641 -0.338445572893758 0.137896642842899 -0.260718383208767 -0.352589879110209 0.128850579804402 -0.0736756841454242 0.0869612167400086 -0.233084615302476 -0.289251987384129 0.163980249088623 0.241659818413422 -0.398536653833881 0.0471105333329291 -0.134181919064277 -0.300340643995133 0.239820607751891 -0.169045115513272 -0.0756765928038134 -0.295874937412426 -0.501961944537437 0.00369148384056617 -0.321719758679318 -0.0238174516283237 0.100896944882762 0.0385638891901859 -0.191604526852923 -0.366720350140511 -0.197148534119423 -0.315492401436937 -0.0523471550810553 -0.0251518786372221 -0.319204329272476 -0.0757554554177772 -0.372908029236248 -0.173189398015612 0.0897507488593101 -0.155389090935761 -0.122088350070684 0.176782364053204 -0.0731567646974704 -0.0309839741004221 0.0568667137925097 -0.340955298984379 0.31231845774133 0.405697463919023 -0.411143423445897 0.309375771660162 0.440480982429718 -0.467330814661468 -0.135298015943051 -0.327723042915205 -0.027721949158984 -0.204549748897115 -0.109550139899837 -0.110080789468403 0.0103733563863221 0.00778952886118053 0.0796367125298417 -0.509341789101278 -0.0701741595585045 0.175712215845019 -0.256754778908941 -0.243025305415954 -0.432143596898887 0.12618021381749 -0.487383714049221 -0.108154134230575 -0.500535442966288 0.315914314441076
"378" "REACTOME_DOWNSTREAM_SIGNAL_TRANSDUCTION" -0.146687639371097 -0.167630911333386 0.24036051416694 -0.158343056018115 -0.172255422787137 -0.226951740005825 -0.152123866627955 -0.100082519718826 -0.0932805200786866 0.0281032108746335 -0.245792619159551 0.0477904364499454 0.106786174804845 0.306124944105427 0.0614597719356579 -0.125289034657846 0.0774321884988341 -0.153550070126096 0.169946164488612 0.226069255017014 -0.199171946459862 0.207696350194025 -0.132156030195406 0.356841644060608 -0.391699855844004 -0.218124625789192 0.313709969261727 0.018788845058961 -0.342395213000423 0.130729570976594 -0.0356418483055315 -0.101642706344255 0.0797455721411177 0.0550525823147294 0.417785524848977 -0.218785303238094 -0.231770602504848 -0.188503645323622 0.0667780256796801 -0.423207471820498 -0.339737973808341 0.0753608694511164 0.0406519093634188 -0.30039674667891 -0.133411511878556 0.139278246182292 -0.343389694645865 -0.466408703610315 -0.218118585265465 -0.0896088207128865 0.241283297891498 0.281332963331982 -0.369547585427952 -0.289597270924785 -0.417084154620564 -0.127055004571817 -0.12169775775891 0.0188870774239513 -0.0845051797462823 0.134101346961931 -0.31985906374404 0.335339757570894 -0.108094551297627 -0.121169703626668 -0.353859804621909 -0.0692730258981201 -0.122269799269469 0.164126885587591 0.203131754813956 0.214177745602517 0.210936391585198 -0.366162746437639 -0.0363752557225181 0.0302965442808226 0.0972566689899115 0.0687814951230876 0.000296912401907906 0.00905825778481431 -0.180488137275396 -0.035395839258696 -0.256751051057271 -0.0149016384963132 -0.197564149648414 -0.0955867429856725 0.0560678855656113 0.00246825366158465 -0.381028632960935 -0.106675271025402 -0.344481458375194 0.0339538333744092 -0.0940029129013281 -0.190212799105926 -0.0187484815500139 -0.0648793913893357 -0.286326808742734 -0.148712536525125 0.17949280269845 0.00505106448643594 0.119728814991324 -0.0460657823226256 -0.382832842506124 0.0641434284161172 -0.135040223698932 -0.450413719065417 -0.226555649972302 -0.214633234457406 -0.34470181573702 0.129627795952209 0.114292664558117 0.0111890874027291 0.205042942966651 -0.0163246116585178 0.160114468865229 -0.476704723161197 0.102653044517925 -0.357337809967387 -0.165852340175282 -0.0565696725258774 -0.115961267434118 -0.283698991231258 0.13383945226413
"379" "REACTOME_DOWNSTREAM_SIGNALING_EVENTS_OF_B_CELL_RECEPTOR_BCR" -0.181952097379673 0.0352282637634188 -0.331146921619095 -0.481258830487991 -0.277331337999555 0.0142813482329899 -0.110218062893631 0.0993037615161533 0.0644371941025106 -0.473271963277876 -0.606970842063537 -0.336437746436834 -0.443091171487366 -0.0902998411875219 -0.424612245654725 -0.589232412345743 -0.412718197523202 -0.362960214522589 0.0296845757679682 -0.071107378948997 0.00918624008262681 -0.207820695653607 0.0531470880133034 0.00550660306506079 -0.374168209115274 -0.291549707062081 0.087996110572614 -0.248821432786866 -0.549504567640893 -0.231609513031871 -0.286453976953186 -0.370782549810941 -0.190777249417721 -0.176620066275872 0.00387301939136447 -0.17733445045635 -0.28278465469023 -0.61836855732653 0.0822138872114579 -0.516339580930056 -0.145434981014329 -0.432708826681213 -0.232383970625068 -0.531780921222017 0.13124084572583 -0.0270394525139213 -0.0686914195619525 -0.263235134312233 0.128748116751062 -0.0539058737931143 -0.0951107449981213 -0.297947785761819 -0.337925891024529 -0.0213179968753649 -0.0411294264265253 -0.450357990262665 -0.116873384563068 -0.168675652766562 -0.197530907144364 -0.030989701238405 -0.314240851381419 0.0331299521666351 0.130598291309125 -0.482914297097506 -0.194362054887873 0.0481806750654118 -0.369014487274095 0.102604459482767 -0.375532133673054 -0.321548341446467 -0.293963936379617 -0.329357752905767 -0.243303455945318 -0.554852893421482 0.268721559244127 -0.178966594831624 -0.457713930621194 -0.290124685522186 -0.543899566657338 -0.378170003065194 -0.39834719010342 -0.344856995553286 -0.523119158457764 -0.416123425017972 -0.202699110949719 -0.406373144528393 -0.527073843092387 0.00555697333023955 -0.456570749752271 -0.101489223171576 -0.20071978277546 0.0575296549981495 -0.0666979150300044 -0.183609915504536 -0.479061196813634 0.0615864201065682 0.100386095629961 -0.353151666515276 -0.197256499073304 0.0755275212350611 -0.452796388246472 -0.144921418462649 -0.412176762698654 -0.313915812199724 -0.492098740930503 -0.472597461761829 0.0025060473642021 -0.138122998273788 -0.12769078895059 0.0897997727713078 -0.364952070268924 -0.29305466294122 -0.185317826126381 -0.436243231837383 -0.344084749447549 -0.255557083301013 -0.192268324886178 -0.0703207545807522 -0.496195102290064 -0.49688471411721 0.246985839937609
"380" "REACTOME_DOWNSTREAM_SIGNALING_OF_ACTIVATED_FGFR1" -0.0267182385942306 -0.0212619073946015 -0.20607241076287 0.01187708805252 0.0719105977003149 -0.389630675344661 -0.084097749198978 0.0282084923042347 0.053908940321757 -0.0708373045837679 0.0460647900684064 -0.112775277633237 -0.197971596217783 -0.235793580991651 -0.00040371709521575 0.0143917587725772 0.189946633354945 -0.0420825084465378 0.119455791519987 -0.243473210353662 -0.280791966755787 0.128344257995386 0.063051319014287 0.279615138898765 0.00344882385471737 -0.0690554988764313 -0.000119087319399552 0.123489287737062 -0.303348913811194 0.251900070311781 0.237173400927058 0.0263846330456193 -0.0581913498963098 -0.0736661558015008 0.186085478387071 0.160789358646635 -0.0618936167819411 0.136024965989154 0.00363030426837552 -0.264364874820717 -0.160084776672635 -0.351242257514739 0.0909238345743666 0.0782687608584193 -0.0537117218881673 -0.257017194294066 -0.0951407098891436 0.00655305306617093 -0.159693257819321 -0.312947601678088 0.00578499232648838 0.21387282321636 -0.290510044012127 -0.255944417012446 -0.320546992218168 0.0708721565174238 0.0902753067052031 0.0684321090829693 -0.0868108738334943 -0.0216529618473366 -0.165185456889696 -0.0109680061956016 -0.186447690742237 -0.331609030113429 0.0599265626378179 -0.0125278675492256 -0.184319306189778 -0.0994116443876485 0.242553485015837 0.0580528948105862 -0.0327263088877797 -0.409789118642946 -0.351583434085117 0.240835913539432 -0.294299505043259 -0.105575279515432 0.132213059025713 -0.0508029439312353 -0.164613337097462 0.200462006750524 0.258238383228143 -0.233355307570354 0.156881075196882 0.0186940659544779 0.241234740218321 -0.0958294022345607 0.0707195005092833 0.289470122256038 -0.0588596625057813 0.280169241995898 -0.0128388535998719 -0.34835595886165 -0.252653833691315 -0.203973246682106 0.306575888042102 -0.326398140010794 -0.062265538800953 -0.0834090885133145 -0.269839169425954 -0.00313255402622289 0.0949870331582177 0.0115006291843447 0.203492789947719 0.00840253007956548 -0.0148528254444217 -0.115203427752226 -0.148780188362249 -0.37657295670724 -0.117766401451941 0.0640312796829372 -0.0207219736482422 0.111912308960895 0.271270615468713 0.112081246032377 -0.177237821743364 -0.298146649089297 -0.206056266023255 -0.0293945458759423 -0.366686404674 -0.178514474705475 -0.405616492519649
"381" "REACTOME_DOWNSTREAM_SIGNALING_OF_ACTIVATED_FGFR2" -0.0617674178005562 0.0653452450023522 -0.183231936232946 -0.00645266145202036 0.0332929300780279 -0.358451952250046 -0.231057655050887 -0.0291451295904645 -0.000821115123819049 -0.0724527582992812 0.0387404086533343 -0.0163965273576072 -0.134473609071295 -0.0391710989425133 0.121664806078164 -0.045760814686641 0.130896409367673 -0.215630787627043 0.194697253753296 -0.152328762380789 -0.255238118670259 0.186901068002952 0.132570871420556 0.221515424156777 0.0692983380348174 -0.171650661631662 0.00428344138148076 0.0659412831645145 -0.316428357591902 0.31270467103879 0.0377293293375209 -0.123816553571342 -0.00204060741731552 0.199282999689576 0.115913394299702 0.148843211543047 -0.0638878593853338 0.190813483303391 -0.0243426062092658 -0.0514251377417879 -0.289747059131943 -0.384517912011825 0.236386069820017 0.0426038416530022 0.0292437199801099 -0.234822528050086 -0.0921216792922908 -0.0247589018117834 -0.155364554810949 -0.271179816196819 0.0140461336921856 0.162281006633514 -0.349346380736102 -0.20768186384649 -0.195263824951673 0.153361162356291 0.183458710614922 -0.0125585644324624 -0.0716681728655968 -0.0546878342350211 -0.194216281858947 -0.0364473717221317 -0.181685845236025 -0.342601712506394 0.163709735537501 0.0254920731823344 -0.180227653734814 -0.081247646307421 0.160371117748995 -0.168841417230005 0.162390474494826 -0.421517457925233 -0.165896220105567 0.242906300692828 -0.329707215516702 -0.034157614203871 0.0733390009976293 -0.227978386363945 -0.166673277852062 0.26567485010395 0.274616869161747 -0.215109353550611 0.0420318568602779 0.0416427749906559 0.238812293628027 -0.169010067249178 0.108341169743021 0.273101146999668 -0.222032136381046 0.143208204792425 0.0457338586882285 -0.321437719348884 -0.118387385554371 -0.112688857924977 0.179639547789675 -0.247702057818613 0.0284832818049383 -0.0811084570152271 -0.100498134563788 -0.01411295274 -0.0203950789985297 -0.013930754949701 0.19060768421504 0.0347828999640632 -0.0473683261332737 -0.131080356151986 -0.106163391515752 -0.330585236933046 0.0723168014289446 0.0718270062964806 -0.0823825949427685 0.0664376571538087 0.292615216857751 0.00863012751687878 -0.000139809999925355 -0.278385199963399 -0.0438374750750778 0.00117649937030215 -0.328848601719103 -0.195950161113529 -0.292552107031968
"382" "REACTOME_DOWNSTREAM_SIGNALING_OF_ACTIVATED_FGFR3" 0.0316254824940865 0.109723319883005 -0.206300325159872 0.0653596730258784 0.132008094708993 -0.320097723894621 -0.340394018815015 0.0224148400490494 -0.00369650669257707 -0.134289375159195 0.0271793630161152 -0.136005506473729 -0.115215675533822 -0.0910035038733838 0.0657751813695596 -0.234153246196874 0.245107609044092 -0.135294255829276 0.20421217338691 -0.361546458885162 -0.199626599882143 0.0498585167682919 0.093768442833318 0.220174701115224 -0.0177295500686567 -0.03115568843814 0.0245183511854389 0.0294957817666397 -0.408901733330868 0.254517129759781 -0.0272821357871255 -0.157238944826189 -0.047080595242521 0.275129174558905 0.0484811002086257 0.185169849926502 -0.131204775706299 0.131978532752071 -0.0135504918425093 -0.174732581151332 -0.300158353421697 -0.328051496844048 0.294619150658064 -0.0181277859883114 0.034110162868783 -0.167835195278258 -0.0488787874189325 0.00982478409164264 -0.168324807438155 -0.275225087766457 0.0132909986242749 0.0510536638990661 -0.392642323767585 -0.206732413491484 -0.109981413022322 0.0901714058154516 0.23665273567294 0.031580290960372 -0.140394397272316 -0.0415158930255022 -0.233616403515969 -0.14201036190591 -0.237636662471684 -0.336224489130204 0.0828623209024189 -0.0141008218579061 -0.102366736511784 -0.0926553487137432 0.231518395391064 -0.153477522028222 -0.0262661559347397 -0.468908344413841 -0.166126665917544 0.250479923574784 -0.244749430731457 0.00160696859016285 0.0681781118676912 -0.208864001193794 -0.245929442419425 0.233587164485452 0.216831110428449 -0.17172938266389 0.0467448060283665 -0.0525295445357597 0.179951848576948 -0.0936538652651461 0.128127914201428 0.217602179576733 -0.362862319613009 0.0842580257456579 0.0588122985574436 -0.29611810426055 -0.0678250307247927 -0.0521212505568682 0.261307934831827 -0.179015657614853 0.0750549441243547 -0.258302380843108 -0.257019988991879 0.00203566816289455 -0.145495214238551 0.0432311379627945 0.247523291396263 -0.018476836051008 -0.117526157636896 -0.196263675495428 -0.0275382810055871 -0.250947594155758 0.0298209663281754 0.0520857523596342 -0.0195977665454782 -0.0825335478839865 0.358732693871381 -0.0602732941449167 -0.132452679267716 -0.328123926109238 -0.191007122641316 -0.106779884934785 -0.35810412977216 -0.266478416104577 -0.346584025572874
"383" "REACTOME_DOWNSTREAM_SIGNALING_OF_ACTIVATED_FGFR4" 0.0339092859411998 0.252940693579062 -0.201387617892324 0.21951872200971 0.100743363147215 -0.287467955888588 -0.277660432074164 -0.0104493463930755 -0.00337569314079336 -0.113127000460571 0.0201244549623975 -0.0768408685318974 -0.097705159276066 -0.0926043919691837 0.123979776156168 -0.181588934572179 0.227208353825494 -0.0330152848276542 0.140345733016831 -0.280845076091078 -0.290204956979276 -0.102459519861273 -0.0145782629465757 0.146079946467716 -0.0113540215605176 0.0449792333199866 0.0282375159492178 -0.0297248936940248 -0.351635739523969 0.199583093687864 0.00347107066956717 -0.114539072667512 0.0617850320917101 0.397893319115088 0.0185892604021353 0.0632010892678578 -0.219537105577089 0.107697408946285 -0.116518698009869 -0.231383058523017 -0.250577266821444 -0.168672359019306 0.179038911997915 0.05708968270009 -0.0329177738984914 -0.18664415337408 0.0970043059533627 0.0274200394159372 -0.190515856357949 -0.247696687682546 -0.115199456970814 -0.0635146505408817 -0.372607461947787 -0.244925629453335 -0.0413380373886309 0.0530763714742724 0.112439794550785 0.042330102774111 -0.172381140106178 -0.0408718379282733 -0.200504738055829 -0.177403021052479 -0.286483327236626 -0.369186807454799 0.176306901031344 0.000464714204583133 -0.0765356226223329 -0.157906072175084 0.102782562199809 -0.0651940447047626 -0.113684107774036 -0.474707165141085 -0.278337118392389 0.19131098161472 -0.277640548972003 0.000907130515204246 0.0579047064812751 -0.295222687758468 -0.247885814065005 0.343542926022841 0.172533505845082 -0.0725153641681406 0.130621947919838 0.0219000651299054 0.311524261113918 -0.045691745364323 0.257558463929536 0.172841520846239 -0.252232479951501 0.112067623827728 0.224572593789042 -0.243600317706334 -0.0699885254796103 -0.0432893634657874 0.149819870899891 -0.164778396088231 0.00550918471877657 -0.314802100858262 -0.303013745082581 0.0595575016922283 -0.0369078270610344 -0.0318104343456347 0.222943429597557 -0.0271524628563956 -0.0250326356064484 -0.0533938499564469 -0.140326648341254 -0.214754830322782 0.0197738916717146 -0.00206084825599928 -0.0720385013792338 -0.0669648532812202 0.407125935207316 -0.0663904608241992 -0.127118951196069 -0.0943733466775796 -0.106914575673523 -0.0563451920983362 -0.183915311149543 -0.137266430280521 -0.283246166560065
"384" "REACTOME_DSCAM_INTERACTIONS" -0.226921697805691 -0.128328433382133 0.441186260100786 0.309251460496238 -0.360307466057708 -0.204416950074901 -0.273595330107264 -0.264115622181161 -0.262767428138061 0.042688055910395 -0.100991015791519 0.258408174542922 0.233816027176522 0.21756435259365 -0.263659377905632 0.238111306379499 0.206312965770386 0.0600392023065673 -0.143796332451189 0.402885588638165 -0.245161063726914 0.500587692724875 -0.0656756275323596 0.247886298542939 -0.27260668081969 -0.121192081714925 0.103460003057664 -0.515007548316506 -0.460705200091138 -0.457449014046172 0.185556404780789 -0.517224813043452 -0.460042578360947 -0.0242139873781292 0.506043250477273 0.0246866772774501 -0.08018463121482 0.228870423753578 0.00328606293593778 -0.00957985827251567 0.14394928828099 0.195819180653671 -0.234914681767324 0.0385380761956864 -0.171588526453843 -0.509506344357763 0.545694236299292 -0.0219619782969253 0.0364477158063449 0.127015983449751 -0.162524065299904 0.116436734311474 0.0204862779165534 0.505158519642926 -0.411039036636964 -0.0948346880466758 0.0532597161270335 -0.0741389524196696 0.4159460301863 -0.291030905814799 -0.381089204790917 0.432841710813705 -0.267713058848576 0.0687323810029981 -0.281357954928602 -0.168624310224474 0.234106592494228 0.178881898571612 0.46920564813117 0.214489988112783 0.0695862067384052 0.0875559508330735 -0.123880871975636 0.287425504278942 0.00924897932414026 -0.385079711035602 -0.296387359099132 0.159213424680874 -0.0247758052527122 -0.361273436997302 -0.13114261971189 -0.410633802801768 -0.47159703174158 0.273575180407798 0.418455076560689 0.10958454027121 -0.353599539403069 0.437046436598648 -0.463495777929361 -0.050217569585545 -0.382649761165766 -0.591823312466344 0.223661783062583 0.290234490461403 -0.255143460827515 -0.285881383404099 0.425733932073212 0.0396027946247375 -0.502248312684328 -0.0681497561045039 -0.566517742000641 0.538595184119759 -0.56851223845794 -0.0443519978260508 -0.129432698318855 -0.268449301833559 0.0121070951806388 -0.0573631773076518 -0.102715002839199 0.578194097527643 0.150849543032623 -0.565950539337396 -0.300914925044634 -0.319949958291212 0.0766077816983897 -0.0527016967021251 -0.343221646164507 0.0971367025853473 -0.160012321009901 -0.328860204799619 0.0420727258203266
