"pathways" "Gide_PD1_10_Post" "Gide_PD1_10_Pre" "Gide_PD1_11_Pre" "Gide_PD1_12_Pre" "Gide_PD1_13_Post" "Gide_PD1_13_Pre" "Gide_PD1_14_Pre" "Gide_PD1_15_Pre" "Gide_PD1_16_Pre" "Gide_PD1_17_Post" "Gide_PD1_17_Pre" "Gide_PD1_18_Pre" "Gide_PD1_19_Pre" "Gide_PD1_2_Pre" "Gide_PD1_21_Pre" "Gide_PD1_23_Pre" "Gide_PD1_25_Post" "Gide_PD1_25_Pre" "Gide_PD1_27_Pre" "Gide_PD1_29_Post" "Gide_PD1_29_Pre" "Gide_PD1_3_Pre" "Gide_PD1_30_Pre" "Gide_PD1_34_Pre" "Gide_PD1_35_Pre" "Gide_PD1_36_Pre" "Gide_PD1_38_Pre" "Gide_PD1_4_Pre" "Gide_PD1_40_Pre" "Gide_PD1_41_Post" "Gide_PD1_41_Pre" "Gide_PD1_42_Pre" "Gide_PD1_44_Pre" "Gide_PD1_45_Pre" "Gide_PD1_46_Pre" "Gide_PD1_47_Post" "Gide_PD1_47_Pre" "Gide_PD1_48_Post" "Gide_PD1_48_Pre" "Gide_PD1_49_Pre" "Gide_PD1_5_Pre" "Gide_PD1_50_Pre" "Gide_PD1_52_Pre" "Gide_PD1_53_Pre" "Gide_PD1_54_Pre" "Gide_PD1_6_Pre" "Gide_PD1_7_Pre" "Gide_PD1_8_Post" "Gide_PD1_8_Pre" "Gide_PD1_9_Pre"
"11" "REACTOME_ABORTIVE_ELONGATION_OF_HIV_1_TRANSCRIPT_IN_THE_ABSENCE_OF_TAT" -0.067504224912873 0.00228939126083555 -0.604816967463658 -0.22871640386727 0.217882549011205 0.189790854987811 -0.252048326538945 -0.388501521392067 -0.351515411292451 -0.606346083065511 0.203524995508451 -0.44199803384416 0.163654525306507 -0.581026303232375 -0.159142164269758 -0.0652773075229524 -0.444384143889299 -0.105446540681518 -0.123338589953696 -0.0208419565716728 -0.156930198029855 -0.107047913212272 -0.205221893762979 -0.201510118156802 -0.500936679758705 -0.226984553565177 -0.34791705644274 -0.463980425966817 -0.498045500214487 -0.69071759867853 0.0391577973535202 -0.43084478935535 -0.441929584059892 -0.240357849087592 -0.0894210327173847 -0.280700446117108 -0.520030924780919 -0.403016165174375 0.313045717964131 0.131459201458334 0.267910137158162 -0.16727675443781 0.0384737787091123 -0.504185116837338 0.0325672139677312 0.00859709608113293 0.0326649912703257 -0.283561829594651 0.135463729723153 -0.5428952333069
"12" "REACTOME_ACETYLCHOLINE_BINDING_AND_DOWNSTREAM_EVENTS" -0.463020305392738 -0.536735637553582 0.0766788531835614 0.518098435135397 0.270709823419018 0.417485368517299 -0.1831831472735 0.0770205155155779 -0.165607516171767 -0.0232749327372548 -0.27935919623734 -0.0407767420327904 0.428847010341126 -0.424912524476556 -0.230477321248496 -0.224147713340916 0.312810117555503 -0.221298537490268 0.470049474136044 -0.347881081782069 -0.0598863173062403 0.0140285143941977 -0.0247921032941366 -0.0692830752159688 0.244261115345331 -0.112119691260867 0.0750855365474567 0.237013996889569 0.261740504973961 -0.371185122221736 0.475743924297549 0.563805213389511 -0.0971930614456858 -0.190026984496648 0.556120336828181 0.148139018098578 0.0988409445199643 -0.298513308297423 -0.435099943191016 0.0394597260785009 0.268752317563861 -0.283809135630886 -0.0363476985629254 0.395923097579532 0.360749271223157 0.335644253904486 -0.0214881159583515 -0.264002785401048 -0.164440151520412 -0.0740366949171122
"13" "REACTOME_ACETYLCHOLINE_INHIBITS_CONTRACTION_OF_OUTER_HAIR_CELLS" -0.207377983346878 -0.119530405619657 0.600206888923059 0.0180314617919377 0.0240248946723571 0.0117011718510511 -0.403826263544635 0.189019461543194 -0.0191768573000567 0.462223768384007 -0.212448599754884 -0.0739181386389414 0.130119697207747 0.0399667105766532 -0.0527886588323463 -0.00746129453463568 0.511889724921074 -0.583871446571559 -0.426818598550603 -0.280515340293165 -0.0508056401736957 -0.209476983400084 -0.0690633724839082 0.000300318079772655 0.0466876933773855 -0.1619981124061 0.450079559955112 0.208122010656698 0.0393871050125099 -0.466984592682817 -0.640566627192486 0.10340110675864 -0.116438095831307 0.514098716166184 0.430159862018485 0.426686746001233 0.361841325505549 0.406788810078549 -0.122358839604736 0.332491428168061 0.139660512241585 -0.0965604738420314 -0.0964510115993606 0.531711258136199 -0.36361542717416 0.135499306514708 0.206713280848584 -0.0767891562519966 -0.330595539611042 -0.0234318025159702
"14" "REACTOME_ACETYLCHOLINE_NEUROTRANSMITTER_RELEASE_CYCLE" 0.0619041124072501 0.0392916465401771 0.107094711093186 0.504413884955624 0.149595936949351 0.196877755587892 -0.0585453866733069 0.26720200637127 0.489452181051494 -0.242351875103187 -0.533008471297222 -0.0126044077557349 -0.152858595268284 0.0537891095208469 -0.114311058790048 0.0882411534148959 -0.260293596381486 -0.146042713199225 0.165568095160313 0.119860947772015 0.161130551513015 0.146791696903402 -0.293883541279289 -0.0618662791096792 -0.107926700292585 0.435010659314102 -0.357447728208357 -0.168756809744815 -0.170497960948333 -0.437369362934885 -0.0339019341137246 0.344919864397548 -0.339506175592025 -0.211624286092864 -0.125274735552123 0.257957745984263 0.309447799898424 -0.5339168521334 0.0912173242151328 -0.0292330710554261 0.174173871451115 -0.0953967985374383 -0.0970492668338725 0.00512448802619483 -0.110737121918681 -0.00722136335054752 -0.232471861997702 -0.21475962394314 -0.130476019605416 0.10739199724571
"15" "REACTOME_ACETYLCHOLINE_REGULATES_INSULIN_SECRETION" -0.112750016872116 0.00948989830041011 0.120752716266219 -0.0893655846439683 0.341807671816081 0.383028469177924 0.134770288685102 -0.248272025278713 0.0407626289817469 0.489568797628093 0.474009001597288 0.344734778016656 -0.0878063389340752 0.443124336988842 0.260574267458933 0.364499494054753 0.221847111117529 -0.0238103891354083 -0.402568264578395 -0.179065927703919 0.021982242878532 -0.23346955762696 -0.151681489024124 -0.209992491535597 0.0584183335816982 0.0305078681553921 0.387013546036844 -0.0149081865789636 0.00157455814694546 0.289954967162858 -0.0683283337351688 0.072118785506071 -0.097716714784519 -0.16647062607038 -0.486371245207422 -0.41173160441518 0.254234564094687 -0.0424541938620057 0.179637806441491 -0.541211816280446 -0.625066878975834 -0.0119059753349304 0.0920831169704884 0.259870371209412 -0.406756982141944 -0.495246053849462 0.396110471347445 0.0321908143201361 -0.220341323512324 0.021122053667569
"16" "REACTOME_ACROSOME_REACTION_AND_SPERM_OOCYTE_MEMBRANE_BINDING" -0.124595871673803 -0.679287917746131 0.146084173946084 0.173773390610195 -0.542961949763863 -0.145548371052015 -0.594660627909184 0.0768371573625615 -0.353217590921348 -0.648725567973223 -0.661210012565809 0.242071024444349 -0.262612869798905 -0.533477010730202 -0.573988931527381 -0.198106355283916 -0.261934778934069 0.127965898447127 -0.38242479156775 -0.572208949448697 -0.595843919384277 0.0272135060822914 -0.590161683859174 -0.658932839510032 -0.153506590400439 0.218632124486423 0.131555405549406 -0.0717506498286353 -0.00336564718232985 -0.377032436104142 0.166850044553691 0.0978326249810265 -0.663805040193523 -0.0205159778732255 -0.0223053923186809 -0.673588659537608 0.15534987165606 -0.447763836328539 0.077619719028785 0.208512039994159 -0.748499313788073 -0.64404360152037 -0.556846912705896 -0.274763815161675 -0.530396472096851 -0.153611894203607 -0.103581546427923 -0.616357269913834 -0.702779900132033 0.0890165164932838
"17" "REACTOME_ACTIVATED_NOTCH1_TRANSMITS_SIGNAL_TO_THE_NUCLEUS" 0.215450092227304 0.0609576724218636 0.179688734094555 -0.219367447550811 -0.13650080187135 -0.19166720989814 -0.34431409984587 -0.254877685255701 -0.146418870013933 0.167938328426471 0.183176051321056 0.0247705825007177 -0.0541546680834454 0.365144008098766 -0.212725042824718 0.0356404099080238 0.0979237993579011 0.167715619182911 -0.135084015137961 -0.413544439730188 -0.342476009505341 0.00611523929687108 -0.0956746862306857 0.010899915468844 -0.243802095437845 -0.0545797896314009 0.230909069250379 0.195507253513584 -0.178897936271417 0.285708969227659 0.365006589207029 -0.0585046141962583 -0.244338294787414 0.131528881077315 -0.116409566631489 -0.0546534747573668 0.3681995926959 0.00682344357198669 0.0133089755835992 -0.0648513403939602 -0.212541722957144 -0.33587105552994 -0.243490282347353 -0.055186045916804 0.03574049404485 -0.389652661614582 -0.029974828090801 0.152423089997851 -0.100720722853147 -0.142669367420197
"18" "REACTOME_ACTIVATED_NTRK2_SIGNALS_THROUGH_CDK5" 0.321410112404389 0.288465272827649 0.295156757044525 -0.40104312585167 -0.176290578304769 0.299447341719462 -0.363700474939621 -0.0856713117239253 0.101604278074859 0.18271558734188 0.420783084983781 0.261648232310143 0.102338664932561 -0.475893756130475 -0.0500896026163783 0.485558222265871 0.158181295084378 0.0381670160788796 -0.455212431182208 0.13559948060147 0.062763204013064 0.529566452820013 0.411570949467498 -0.245498185292225 -0.231910373492051 -0.310421225709695 0.324661853536756 0.468314342371217 -0.0832607884591265 -0.215627302552888 -0.245765349829767 -0.221177355524327 -0.627880937395264 -0.342852346651624 0.456569225708777 0.135833639664216 0.00446112253711206 -0.551620579664293 0.100002423396225 0.143467495534233 -0.145009354265866 0.0905037200778156 -0.367303858214448 -0.677269036066862 -0.404505799839023 -0.50588193561705 0.27467840098939 0.0357388335962313 0.373573657220585 -0.196067997828097
"19" "REACTOME_ACTIVATED_NTRK2_SIGNALS_THROUGH_FRS2_AND_FRS3" 0.277642589196443 0.230504535439727 -0.213075560926964 -0.295766887913293 -0.074831584050229 -0.00418396214577305 -0.334125651856318 -0.125244640749787 -0.275317541388906 -0.183969961083246 -0.337478478573637 0.24331012531335 -0.0888795121980316 -0.299002595134016 0.108363824890648 -0.0698178421024322 0.0124612136233579 -0.346222227358838 0.34818934047745 -0.216275345258168 -0.093992616574001 -0.402984544819777 0.327977994991901 0.0328157217522991 0.0287272605226397 0.102422613249855 -0.122685276971719 -0.0879308539450257 -0.287471284915242 -0.0825445055100404 -0.502360938126268 -0.415348702076214 -0.524640853053467 -0.0709030507440102 -0.518358552447255 0.114443211006367 0.00806644664160622 -0.433678529656872 -0.318608726402074 0.0994228456983918 0.360475504427654 0.243632500793785 -0.362786047920176 -0.234170227934735 -0.463137164138256 0.1371059522818 0.116279078078805 -0.281989309485832 -0.0745406374354448 0.00976771837455065
"20" "REACTOME_ACTIVATED_NTRK2_SIGNALS_THROUGH_FYN" 0.341119830078533 0.407203306558665 0.244137294115811 0.156531019696289 -0.492898748586485 -0.235574299652129 0.0956479168186187 0.230317470609867 -0.394072238412893 0.218943375174557 0.281937776197629 0.258702586562504 -0.354610162496721 0.033379549206375 -0.0517029496044349 0.457372014693615 0.138062146956687 -0.15766065925947 0.13894011605392 -0.503768191258291 -0.307117584723888 0.0153597413095881 -0.177516970660239 -0.130492756855266 0.116460676736539 0.383261743603761 0.241537946086616 0.29998744411668 -0.395036016383325 0.0261112982166528 -0.32855783950797 -0.0339399443025659 -0.216030214074695 0.271641516756086 0.153307467071612 0.213218476559833 0.535315485002894 -0.239276716480801 -0.0244401692351897 -0.385617446247982 0.149462524640879 0.219622059975871 -0.187143337346948 -0.167130540724573 -0.19378014455632 -0.244953621187973 0.145262444613443 -0.17251583079653 0.0595638458038757 -0.329361705638765
"21" "REACTOME_ACTIVATED_NTRK2_SIGNALS_THROUGH_PI3K" 0.538928867930218 0.183123989553572 0.174631571432913 -0.484225265810779 -0.434509701102123 -0.401055464620119 -0.65156697962328 0.322464112924641 0.125487506640609 0.00179404625374524 -0.459855031015069 0.533620964487365 -0.589889590276536 0.326522322074886 0.27162338296353 -0.0968763222594985 -0.22211596714807 -0.291687989571069 -0.439707922805452 -0.258712392765689 -0.520213305992496 -0.305900766834828 -0.133623112724729 0.238413935159838 0.18383811255516 0.155584592015745 0.420727089546998 -0.0946903654237488 0.480551679172663 0.553962060066232 0.0122082659702327 -0.0616770235183667 -0.366093034847648 0.537332434295065 -0.346445253285849 0.74321025036542 0.634746922024698 -0.248960799152345 -0.492961691646328 -0.305124397014149 0.126394084580738 0.110958432061878 -0.399027031673237 -0.344242536718062 -0.574007601805964 0.49096321105029 0.0123534801614744 -0.0468457855628483 -0.176981722663921 0.243557150605914
"22" "REACTOME_ACTIVATED_NTRK2_SIGNALS_THROUGH_RAS" 0.0567822811649518 -0.00637419638623354 -0.260214042417541 -0.22052112369101 -0.0231422438753437 -0.138547509305552 -0.29290000126346 -0.25156591186542 -0.0939290532963541 0.121967844928819 -0.217182231524389 0.441625948439498 -0.270504911668569 -0.259434181801701 0.0140864819723727 -0.112555745234891 0.0165849452644471 -0.377009406075459 -0.231304538481149 -0.00737748699786195 -0.136911057906968 -0.452435784202885 0.120397823998389 0.344606037245249 0.114017900881731 0.0440404658693956 0.0753654202692817 -0.113080834715098 -0.135478962866994 -0.169649410178438 -0.513709641744637 -0.302342496528813 -0.165580461776432 -0.141287156142075 -0.550405430172841 -0.10629903870087 -0.200174917132251 -0.317797632643259 -0.208242816936218 0.100554249767509 0.331867781524806 -0.0390349100590557 -0.25836181200384 -0.23980563316311 -0.649039326855947 -0.039091269236719 0.392581320739408 -0.493091005368349 -0.375099241270176 0.0349388106565381
"23" "REACTOME_ACTIVATED_NTRK3_SIGNALS_THROUGH_PI3K" 0.626102577501287 -0.0583260788459239 0.416308594906722 0.071168412071265 -0.514112686465701 -0.475716604507147 -0.434642265176256 0.305829975904078 0.457015787544917 0.0542221116776566 -0.394236421574956 0.32701629969442 0.473732283611048 0.118729590903945 -0.0412971583468818 0.189441082850935 -0.377680403821942 0.293592645364598 0.221951464251925 -0.399913982506382 -0.325727896990771 -0.39249896439027 0.151367940006661 -0.24504431793863 0.115623628659535 0.170961691233394 0.440422117105952 0.00427923343140799 -0.0186320023293182 0.577104837706693 0.64615450959144 0.102132485995915 -0.222447844832859 0.626460186628751 -0.402988251846796 0.143621578300117 0.432281632968007 -0.454318583686026 -0.212829383079889 -0.595101648670828 -0.59841765352523 -0.0524339332249654 -0.404323601084775 0.346543303603126 -0.486385851786265 0.29476029977591 -0.169981612406671 0.238117011126757 0.131956249379039 -0.324243552522394
"24" "REACTOME_ACTIVATED_NTRK3_SIGNALS_THROUGH_RAS" 0.140532714769703 -0.042178422820274 -0.290424891589047 -0.0760871168730856 0.10070005083828 -0.247281767048231 -0.125713615443263 -0.382150690152407 0.0906623925341412 -0.00107588667901878 -0.116555250535929 0.32397396639035 0.23451935442593 -0.207084927010137 -0.131313922701626 -0.273140585046998 -0.21606297589195 -0.196158676034468 -0.0199803001989738 -0.14140683033467 -0.111987589538427 -0.609738488731946 -0.0032930044388978 0.324982160935543 0.0563045454896529 -0.00568121508564209 0.0834649509693771 -0.235274572868385 -0.137692569917467 -0.163242926498792 -0.0411901896151846 -0.252779031528552 -0.0205286269399154 -0.267873364172535 -0.570338618684386 -0.23043979201378 -0.274125840235175 -0.217876159539165 -0.0336891509784674 0.0200950585509205 0.203167528779082 -0.100073524547772 -0.137759629035484 -0.0828479003000681 -0.554474463384291 0.0369634114038865 0.16743959828381 -0.421336109077274 -0.337915921262146 -0.0335987916503233
"25" "REACTOME_ACTIVATED_PKN1_STIMULATES_TRANSCRIPTION_OF_AR_ANDROGEN_RECEPTOR_REGULATED_GENES_KLK2_AND_KLK3" 0.0358594824064132 -0.27824425040342 -0.199745507465094 -0.583535504089396 0.412064831655587 0.273247382194431 -0.22075803070437 -0.701380826102431 -0.539007020824508 0.45792111033033 0.628741141605482 -0.182287569398172 0.283550540023479 -0.273895161009501 -0.585356520422871 -0.0854934444679856 -0.301418051945157 0.477532768007514 -0.380801199711966 0.0317422967322364 -0.430609514265856 -0.294075230936821 0.465761466170352 0.363952960716989 -0.543093924060011 -0.491790536338138 0.094453176516962 0.686461632918405 -0.459865502591292 0.30110511031243 0.366415966563064 -0.305940848375861 -0.42332553285926 -0.544268632137755 0.0836849024902722 -0.576960754048621 -0.575896192733996 0.638675008508542 0.363637736836836 0.222445792368969 -0.667239200554631 -0.422860713857161 0.32759474715592 0.185004478469585 0.459921846329667 -0.140686921205029 0.553833289804458 0.66142177769165 0.781266832958033 -0.578665571984355
