"pathways" "Pt1_Pre_AD101148.6" "Pt1_On_AD174047.6" "Pt2_Pre_AD101150.6" "Pt2_On_AD174046.6" "Pt39_Pre_AD485899.5" "Pt58_On_AE045812.10" "Pt59_Pre_AD823915.5" "Pt82_Pre_AD823914.8" "Pt82_On_AD125218.6" "Pt49_Pre_AD667851.6" "Pt49_On_AD681976.5" "Pt66_Pre_AD667850.6" "Pt81_On_AD681973.5" "Pt85_Pre_AD486329.5" "Pt85_On_AE070989.10" "Pt89_Pre_AE070951.5" "Pt89_On_AE070987.5" "Pt93_On_AE070988.5" "Pt101_Pre_AD486328.5" "Pt101_On_AD681975.5" "Pt47_Pre_AD506073.6" "Pt47_On_AD530367.6" "Pt52_On_AD530365.6" "Pt52_Pre_AD506075.6" "Pt67_Pre_AD506074.6" "Pt67_On_AD530366.6" "Pt94_On_AE373242.6" "Pt94_Pre_AD732850.6" "Pt105_On_AE373241.6" "Pt108_On_AE373243.6" "Pt77_Pre_AD733591.7" "Pt77_On_AD733629.8" "Pt79_On_AD733628.6" "Pt79_Pre_AD733587.5" "Pt84_Pre_AD486532.5" "Pt84_On_AD495199.6" "Pt87_On_AD495198.6" "Pt98_Pre_AD733586.8" "Pt98_On_AE086717.6" "Pt62_On_AD635728.5" "Pt62_Pre_AD608303.5" "Pt65_Pre_AD793919.6" "Pt65_On_AD796996.5" "Pt68_On_AD635729.6" "Pt69_On_AD635730.6" "Pt72_Pre_AD793922.5" "Pt78_On_AE148748.6" "Pt78_Pre_AD467018.5" "Pt80_On_AD467874.5" "Pt90_Pre_AD467873.6" "Pt92_Pre_AE134060.5" "Pt92_On_AE148750.5" "Pt103_On_AE134059.6" "Pt103_Pre_AE134058.2" "Pt109_On_AE527955.6" "Pt109_On_AE527955.5" "Pt3_On_E9047638.6" "Pt3_Pre_E9024733.3" "Pt4_On_E9047643.7" "Pt4_Pre_E9021023.6" "Pt5_On_E9047635.6" "Pt5_Pre_E9021022.6" "Pt9_Pre_E9021024.6" "Pt9_On_E9047644.7" "Pt10_Pre_E9047565.6" "Pt10_On_E9047632.6" "Pt17_On_E9261162.5" "Pt17_Pre_E9047563.6" "Pt18_Pre_E9024732.6" "Pt18_On_E9261163.5" "Pt32_On_E9414883.5" "Pt38_On_E9414881.5" "Pt38_Pre_E9200719.6" "Pt48_On_E9047631.6" "Pt48_Pre_E9047561.7" "Pt36_Pre_AD467095.6" "Pt36_On_AD495182.6" "Pt37_Pre_AD502452.5" "Pt37_On_AD495183.5" "Pt46_Pre_AD467096.6" "Pt46_On_AD781834.6" "Pt24_Pre_AD436687.5" "Pt27_On_AD467934.5" "Pt27_Pre_AD453873.5" "Pt29_Pre_AD497504.5" "Pt30_On_AD505620.6" "Pt30_Pre_AD497503.5" "Pt31_On_AD467932.6" "Pt31_Pre_AD453872.5" "Pt8_Pre_AD153354.6" "Pt8_On_AD167380.7" "Pt11_Pre_AD153352.6" "Pt11_On_AD314068.6" "Pt13_On_AD314067.6" "Pt26_Pre_AD467789.6" "Pt26_On_AD467915.5" "Pt28_Pre_AD297619.6" "Pt28_On_AD167375.7" "Pt44_Pre_AD467790.6" "Pt44_On_AD167376.6" "Pt106_Pre_AD502250.5" "Pt106_On_AD513626.6" "Pt34_On_AD485757.6" "Pt34_Pre_AD466985.6" "Pt35_On_AD485758.6"
"234" "REACTOME_COBALAMIN_CBL_VITAMIN_B12_TRANSPORT_AND_METABOLISM" -0.270053655663774 -0.368447437931646 -0.202191016494045 -0.0538322708628928 0.0705650597809987 -0.113796041035689 -0.0544816051708117 -0.0847195088700521 0.0738388308032906 -0.333583603475261 -0.0800090140624044 -0.0785492994895973 -0.116141923584942 0.061582617688415 -0.0345914203300569 -0.0947156010298687 -0.0143338420271062 -0.274832035350181 -0.171497513771208 -0.206908720831562 0.079965817527397 -0.0215140936741649 0.165044372097522 0.341937522074328 0.279414361512258 0.257967033976471 0.385094960792097 -0.0880670607095327 -0.229140457929142 -0.009643470568513 -0.0716247965632412 -0.251578593693677 -0.325978003485681 -0.338505995766955 0.205825547971179 0.152522826900805 -0.136058549606435 -0.205031694701794 -0.233302440878389 -0.0783591581347003 -0.215117621698555 -0.165306593025795 -0.230584095261619 -0.150726107975829 -0.0531426142005633 0.0955515672282993 -0.219377781696583 -0.0116751753044009 -0.396717554091635 -0.112300878072935 0.102980423310627 -0.065907633511318 -0.306671261925685 -0.0374230089532662 0.199732590161821 0.25765546826879 0.0670684985281406 -0.26103763567576 -0.195900647053673 0.0153246373269528 -0.0785011263992751 -0.0241684273052682 -0.400174726113056 -0.538029694874686 -0.0845103834326004 0.0772103204081963 0.383035833784445 0.291751520653056 -0.0623008867498863 -0.304161994745692 -0.231558623164112 -0.0278021236330777 0.11731062176771 0.256346411267782 0.280301332437467 -0.149481429491058 -0.0806502871530414 -0.0511059143621972 -0.0480414871113465 -0.141639421040395 0.0162824299217442 -0.109305086135875 -0.393625777698778 -0.42882816108046 -0.101442507961237 -0.0549394626972475 -0.211383056626183 0.102464205989043 -0.0806424357960735 -0.224202917912371 0.0142047532055568 -0.04477389897619 0.126722535991937 -0.167887977401058 0.296070112592387 0.294896999297854 -0.115354649941072 -0.302397341963487 -0.374391503934681 -0.345481930498044 -0.0753421712870785 -0.012322170189402 -0.0637589507337659 -0.133032974787964 -0.0875138025539639
"235" "REACTOME_COENZYME_A_BIOSYNTHESIS" 0.41280013179547 0.287458713121134 -0.14551118380314 -0.282754820399798 -0.15704158135481 -0.258726354130222 -0.164154257697199 0.097651833717024 0.266938981086443 -0.351310350580908 -0.496602583889438 -0.40775832135615 -0.258835112463553 -0.272903677709268 -0.487476058768596 -0.437787130439066 -0.622264334434276 -0.032375984056465 -0.189106927816963 -0.500047735014745 -0.70953291011794 -0.693362131619312 -0.545942964771257 -0.112998212893869 0.313811343131669 0.164268840331006 -0.182816458397959 -0.516572519801286 0.326290062453733 0.115345122998841 -0.608155842075063 -0.542070926745069 -0.25149947330293 0.270957099560589 0.16248618508291 0.185080768880767 -0.251687508366898 0.0156222411547813 -0.12944538856537 -0.017293049976657 0.145955914349962 0.0397150425111054 -0.0680482982123932 0.342820625438711 -0.307046140457893 0.158352536652459 -0.00658578474406979 -0.0850551583775257 -0.626199028771444 0.182133592044615 -0.331504589849968 0.205231080402471 -0.521258402834957 -0.141924936730434 0.442415956381698 0.496650951602324 0.0583077244665195 0.310778013910141 -0.464133022109144 -0.291813801365919 0.139165517523883 0.135583165923472 -0.70396205029834 -0.628637231245678 -0.0601815227593653 -0.130586944952274 0.222412364664242 0.389371841338148 -0.526061069291837 -0.277588192990228 0.126603400803079 0.01265139526189 0.0226144090376105 0.457064403775683 0.228951227600839 -0.507429993773736 -0.342462680575526 -0.476497135998964 -0.125990333466291 -0.385989546924777 -0.341910057952947 -0.37516574686138 -0.246454277692337 -0.526784588100375 -0.0942262625445509 -0.193721644175864 -0.25280016981475 0.149034384398014 -0.508258935541524 -0.20535493452635 0.0567009652580915 -0.648346912180792 -0.637251850813092 0.129408912778453 0.00615799275409321 0.0233800720222462 -0.200148590961903 0.0309862646606086 -0.719362374584666 -0.510796184693439 -0.304775011511601 0.0138083549669409 -0.315446194489852 -0.0108003484910345 0.180088348232236
"236" "REACTOME_COHESIN_LOADING_ONTO_CHROMATIN" -0.026684227214284 0.252905381155252 0.0985794036218018 0.390836516016729 0.735572425202288 0.159733059900012 -0.394521041524294 -0.00700905555725614 -0.223605911230718 -0.357954786515794 -0.320312824174529 -0.699757999720816 -0.779141294317435 0.360588407816099 -0.1286967143042 -0.534208659607276 -0.468973863406696 0.355396869779239 0.504680364198846 0.596776572299644 -0.323343282218107 -0.434575711642134 -0.508034501275735 -0.215100964138309 -0.275491714783377 0.184083297564212 -0.705723860475246 -0.814071818638605 -0.249800513753284 -0.648200445617362 0.17670411019122 0.404141834120121 -0.349387757242399 -0.136936151029356 0.330136206580893 0.350194338063497 0.596359985253386 -0.22811715733373 0.0166076919473617 0.352553133497135 -0.764465595724883 -0.297036535835325 -0.103666608518188 0.588298214382454 -0.41331845579281 -0.132763981973014 0.0937135266557503 0.329850011543881 -0.61709531114272 -0.505758082057414 -0.618387601198432 -0.558528345648783 -0.38318696954537 -0.87479259191722 -0.0950708971393235 -0.348212035912546 -0.87836427177427 -0.122220769653877 0.610814799692852 0.668652309886566 0.443417606857846 -0.360743474472183 0.403178285305604 0.325593672129065 0.627623968900201 0.53181879369945 0.580421943261292 0.643742634327322 0.251138798105844 0.575478856958266 0.521989587930618 -0.0372819790779566 -0.161289173987231 -0.295691304697116 -0.0198677191579689 -0.0965880497097627 -0.635010953801208 -0.79143454323373 -0.672535627696069 -0.64362682851928 -0.713488185574626 -0.229276766906631 0.106048444477411 0.298650981210273 0.536390316669188 0.255842191795217 0.648084914854431 0.482005119487802 0.386917756132228 -0.223692869886163 -0.624354835311744 0.312600273385389 0.166976214366836 0.360594239128446 0.771024258617727 0.802470265145518 0.650508652294526 0.526456058339046 0.686769539252164 0.22793026331545 -0.299838306215143 -0.706525660737091 -0.356061864803487 -0.211124236161756 -0.531857681935323
"237" "REACTOME_COLLAGEN_BIOSYNTHESIS_AND_MODIFYING_ENZYMES" -0.47984105744329 -0.556000251660354 0.30400114817352 0.100338194179975 -0.0797860260066394 0.169762695942275 0.123276620295063 -0.130668676196016 -0.204930389248951 0.405077635836959 0.274506866763877 -0.352551613146745 -0.0150853636522501 -0.489323596841948 -0.360625726954264 0.526218557400073 0.482914882338426 -0.372700200565341 -0.501821733556514 -0.39162519035088 0.392895535376401 0.305040119073759 0.262801841090168 0.245133492425087 -0.306245838303035 -0.283211986528049 0.234058531974104 0.254972067377396 -0.453944749679248 0.00103825551769052 0.13354140215714 0.0323994448584218 -0.155510275541531 -0.339791585923276 -0.281128789622789 -0.14126942954972 -0.197341364077033 -0.442897089619762 -0.514316702107233 -0.486462454250488 -0.51536509360349 0.274445569197612 0.301414982954136 -0.369921448417945 0.163805760199945 -0.133532530437584 0.127265914104508 -0.115775069533792 -0.419519992013241 -0.0602667557002681 0.0652724508869463 -0.47208740553287 0.024744926107402 0.156158479879645 -0.375546476297796 -0.283636487212307 0.115950190531932 0.219658158099698 0.171973928188963 -0.238055005322626 -0.539765733133306 -0.439394757423758 0.199776035519645 0.142135975827936 -0.309695964434862 -0.0130109672901449 -0.408974614537892 -0.444972130517858 -0.477114229593817 -0.403620396409172 -0.499375484102908 -0.0756495368509343 -0.0724866964800769 -0.0780882916973927 0.113571016759367 0.343927657548329 0.0575575246084218 0.19622147398044 -0.247115634151258 0.337960157504537 0.324324989445669 0.0643837911520856 0.171018828647814 -0.340652395823704 -0.0972185373963237 0.21800461456539 -0.396962441237411 -0.621251872485985 -0.512202978058723 0.448741339597247 -0.192145287694351 0.0241872241802066 0.0789965053526949 0.123596778873473 -0.557925619322629 -0.572926866923339 0.00547348101457329 0.317102107068224 0.346561838476303 0.424675917632041 0.301947232577411 0.0657046576898683 0.183778687865789 0.035287491262365 -0.312169501057028
"238" "REACTOME_COLLAGEN_CHAIN_TRIMERIZATION" -0.560290177437276 -0.611575397804908 0.2401190763565 -0.0853098551174943 -0.182263927705844 -0.0580837391422123 0.0386135449215977 -0.00612472003039008 -0.067490881425949 0.514887924353804 0.342127306083839 -0.384321645551829 -0.0909637231812027 -0.565160190327052 -0.406435834334099 0.531140039709824 0.450879111389221 -0.427225218381582 -0.397313839740139 -0.237362861981222 0.469774752928478 0.38295907384302 0.16081249885259 0.206277981724331 -0.185658717993781 -0.219602806637837 0.291958924278153 0.255207624551305 -0.390392360020306 -0.0150298184745645 0.238426392740968 0.249173263756696 -0.000837121502516053 -0.355151849962023 -0.342255093610146 -0.287428900153458 -0.081460346750778 -0.421171935155976 -0.470975871109122 -0.474601459866549 -0.565659919429222 0.389642198582935 0.513461550796726 -0.485578717472941 0.125638957210155 -0.321919955960219 0.104176293772551 -0.257976622108873 -0.443432293837798 -0.210987253831149 0.0842841109730169 -0.428386668211617 0.192009969452374 0.17744432541921 -0.52332927503323 -0.457912564760048 0.101374398650441 0.212563971412085 0.2272937617283 -0.41134831560003 -0.583330164841383 -0.45454396231147 0.2036240273138 0.16525226440679 -0.300629977348116 -0.0385037809345686 -0.556594119526774 -0.604618218247903 -0.49832732055431 -0.230743985578891 -0.533824429372975 -0.374234529082671 -0.394620798146508 -0.082851648298082 0.17257535697171 0.273915959057432 -0.0659568478765529 0.344950309371018 -0.202978736695178 0.293361825218933 0.233899435117682 0.0313400630537642 0.0392658575516012 -0.376090560098486 -0.175170421149004 0.267877047964776 -0.486403328034121 -0.717708638905688 -0.552858991022636 0.522981790101318 -0.310670728778886 0.148434111068523 0.150161184447938 0.300244178497506 -0.521272830646207 -0.539212244062914 0.111334973825317 0.402545054250894 0.372074394949261 0.384292565039028 0.360390868115691 0.0961724321210949 0.216063228751332 -0.017920506141799 -0.329116594492283
"239" "REACTOME_COLLAGEN_DEGRADATION" -0.461998988900673 -0.497448356638387 0.223286228735205 0.0649530456019233 -0.421725391368049 -0.125171610078925 0.134777165035922 -0.175418133207395 -0.31934517823262 0.311747971129196 0.241128200520376 -0.435103092376027 -0.116257855214605 -0.434917897693422 -0.31639120970165 0.427058803097448 0.403078914616558 -0.3141975630855 -0.338664827839946 -0.326621000731241 0.410373325462684 0.352395364253505 0.133201114916939 0.119170460224005 -0.295447535312834 -0.342097207608144 0.16995758565774 0.217796352963327 -0.466678777223702 -0.0144112772800623 0.1298233937233 0.0350820841085213 -0.236228084715342 -0.434465837914757 -0.435735043371953 -0.347235374789339 -0.0635575904307634 -0.416637710696462 -0.462438298003848 -0.479837701270227 -0.553283112971684 0.204861517775373 0.300247128253038 -0.311314254602918 0.240192672671628 -0.38035816350679 -0.0310720837345209 -0.403170263738127 -0.382789345282929 -0.0247080586826707 -0.21581964449533 -0.425037349730626 0.0936096486641128 0.157857498253757 -0.472313078489263 -0.374278319159544 0.167595758192007 0.13238125803698 0.0866009151682325 -0.324827229204765 -0.440303875699255 -0.328699938479326 0.142840794867417 0.062581754753894 -0.46893225995387 -0.224251373745515 -0.482685605427111 -0.459758918897136 -0.393050823350018 -0.270177707755018 -0.290996042267707 -0.374897153084498 -0.427988673451868 -0.142731048026968 0.0226267350326682 0.304995908526488 0.116843455921485 0.296831433590021 0.0151469843288215 0.352527826428031 0.309388351126764 0.196114537882959 0.129760534757783 -0.292680952892322 -0.189892564935489 0.265390240069563 -0.572064336030881 -0.649904398082792 -0.596230103207793 0.418848349831627 -0.133237566582433 0.161362730679579 0.122713970353484 0.0223767412410519 -0.522590694169985 -0.504872820911713 -0.182137670775782 0.219763836953292 0.274033715776918 0.321304831860983 0.263343092846399 -0.00554243324943346 0.282259507355161 0.0890139628805741 -0.180282709391391
"240" "REACTOME_COLLAGEN_FORMATION" -0.436751316295808 -0.485192476550328 0.32179300254838 0.123360808728371 -0.26868763230724 0.13073003408167 0.117188413237124 -0.172047506451858 -0.278455037620496 0.406421336074126 0.264021542713505 -0.38566022681601 -0.0464309327142002 -0.436843218559604 -0.309791540518716 0.529034204570831 0.513256901191493 -0.321121178926173 -0.458227014946631 -0.377638715560342 0.396988612536143 0.333781893502814 0.212656653195423 0.242152492535629 -0.247583655541285 -0.238798777530793 0.154671673383824 0.204442063673588 -0.450930134249784 0.0812819887388004 0.199778362270628 0.0160860688222088 -0.158348251677115 -0.35167720262476 -0.36647927851769 -0.270302716889828 -0.191274634874734 -0.438359267825116 -0.474485116063182 -0.471372199311059 -0.497749012442144 0.28422930805097 0.292485411934442 -0.333563658951148 0.223519327637339 -0.188112176023594 0.158033032645376 -0.230962885194098 -0.420758609792556 0.0414253108737909 -0.0355347202991562 -0.416425487488949 0.0511183619496356 0.194936133526062 -0.406999020793932 -0.301122817840234 0.195105412044951 0.139149758089393 0.133515001086274 -0.234542854728408 -0.50115716042502 -0.39964294521181 0.208002987639138 0.110746114667546 -0.378862189273016 -0.0705577596051113 -0.446427065587025 -0.462320050884965 -0.396243121930034 -0.373639080640466 -0.446895335568033 -0.108109331255872 -0.127918941837813 -0.115384858764 0.00558560769168968 0.348383588895591 0.114561374013832 0.257110547243523 -0.124854817516047 0.357471478760102 0.327857106937173 0.14204315362414 0.249192321912013 -0.24477938121151 -0.0910656867587865 0.222056717569392 -0.447650166615238 -0.57111029258627 -0.480954218845934 0.421969370905338 -0.16145707088045 0.149579213448526 0.128323292585465 0.0905307343797456 -0.534375555055108 -0.53190807767433 -0.100632718169535 0.290612783434996 0.314422283500729 0.389887686615946 0.249221876921239 0.0164892764988767 0.213303095501316 0.0902675831001758 -0.3148336067011
"241" "REACTOME_COMMON_PATHWAY_OF_FIBRIN_CLOT_FORMATION" -0.191163155717657 -0.345438804323092 0.11511472359465 -0.191120748183822 -0.37399763096792 -0.174724276367225 -0.146779330854272 0.527344339182785 0.57588396470185 0.284330825302645 0.354251208099784 -0.425784121884645 -0.226519536032812 -0.105222404908912 -0.187378138378875 -0.106648669937451 0.0534269236310667 -0.594011231536171 -0.333416101109497 -0.306106381368735 0.401213872751877 0.249434617329324 0.61347454713945 0.719877209314609 0.138351913165369 0.108354984984226 0.452088852727648 0.212169093792293 -0.552177524945343 0.237737120021033 0.0554266575137989 -0.138364777554251 -0.120779102384083 -0.284141416139341 -0.26304786708693 -0.383738592212725 0.491407840663071 -0.32506507339051 0.169827347626901 0.357803263004329 -0.435813487404139 -0.0049610706019263 -0.175022952434917 -0.0419671270951103 -0.0885714939933007 -0.0271458729490552 0.151974506854385 -0.382982744137545 -0.526661105780551 -0.277965530581098 -0.434658105927444 -0.407487307772679 -0.390434256963975 -0.0487031951153238 -0.514605329938822 -0.461910814161991 0.208249755099935 0.0875335651864358 -0.198535895944664 -0.0310929459590423 -0.180864766933936 -0.0393886642494576 -0.258108165950844 -0.235374955857116 -0.428884820413987 -0.207804160110263 -0.428090786611052 -0.159419109959918 -0.0355184807656637 -0.215079829288466 0.133342402662759 -0.388564383644144 -0.249774749526772 0.594689464954406 0.667781266598599 0.266391756725154 0.0456224215092005 -0.320746110547748 0.00334580723805132 0.38753188400969 0.299889229094837 0.305108325890658 0.218086385057614 0.306289996336858 -0.0549567574550676 -0.107289233261644 -0.386002961980733 -0.288944629334718 -0.164810023344013 0.360445895042873 0.113459274283219 0.000204961094982248 0.239190626287642 -0.0482153035917846 -0.385775125525146 -0.452874731828528 -0.164926227529078 -0.225818021551422 -0.160924007968102 0.139662824271045 -0.245916855434938 -0.272951418434735 -0.0247694382049178 0.0369170638131813 -0.478597506081969
"242" "REACTOME_COMPETING_ENDOGENOUS_RNAS_CERNAS_REGULATE_PTEN_TRANSLATION" -0.00161080909157846 0.342973190697743 0.187181797364966 0.0467212403678572 0.038607397869348 0.297567016883525 -0.344628217627566 0.0683244619819469 -0.0569114469778631 -0.340909576182249 -0.407546615202604 -0.409043659933894 -0.797971613936166 -0.310148832126377 -0.160706162265213 -0.665830454234401 -0.685322690049 0.449925267588187 0.275870733512579 0.382110372371731 0.405794866176997 0.286852718837767 -0.19475419529415 0.0429984007344882 -0.184037957992161 -0.186057536858881 -0.444948555030437 -0.602643978301697 0.046651322559243 -0.715867285428921 -0.356315643132254 0.186871086544208 0.265151431212432 -0.0926497734751769 -0.30777460778588 -0.35957525423066 0.0722968248540319 -0.59052711973865 -0.299759145329177 -0.680682158945692 -0.776177581460569 -0.078320044604029 0.100743366831625 -0.497029956591599 0.0970087688929233 0.00664602567296954 -0.328978240631356 -0.342965559211698 -0.512040596593983 -0.103371372701733 -0.0911639027889094 -0.452480235410531 -0.466158175934421 -0.777841026179766 0.0718577935315922 -0.104458189829893 -0.796065082204433 -0.470445990177032 0.228963615868032 -0.114965705397165 0.341304316571348 -0.0282474145943713 0.406624426096233 0.460466875028927 0.0494543658167378 0.0454445307617358 0.339106853134918 0.308446052620805 0.213157442819179 0.289932866579028 0.615237475627212 0.126603557056683 -0.119218536241535 0.159736569699093 0.288543576707925 0.00619813626004484 -0.320769322867345 -0.549080472891544 -0.847962240174507 -0.541497837639302 -0.278729679879091 -0.553535139433909 -0.333392595848085 -0.392486365841257 0.124089757387011 0.394945753523765 -0.0301385360287642 0.248218377660124 0.106771590368848 -0.671495509435937 -0.826506221765253 -0.288299992640383 -0.447371942690323 0.419926066044473 0.348344827116749 0.337125401454893 0.120385095130359 0.351572844501187 0.571244618895937 -0.0104996592876066 -0.0678475425585281 -0.449368217115506 0.192820395007363 -0.0503298563967641 0.13961605738266
"243" "REACTOME_COMPLEMENT_CASCADE" -0.0404702446681469 -0.373817331696603 -0.100027915397562 -0.285446297028688 -0.571767130200189 -0.291108437655266 -0.0921930216631914 0.255188197880836 0.332140283275896 0.0467478623362889 -0.0666198676108854 -0.476853337473679 -0.0200124229866481 -0.504745578244013 -0.364016486560574 -0.412614328015657 -0.329261357083828 -0.534852544632839 -0.109550995465591 -0.0614799831602165 -0.111265777205886 -0.255738036468389 0.38687761957611 0.39260012902085 -0.380827609021514 -0.43784270771072 0.355088398242785 -0.111024478690799 -0.161196640535135 -0.174176685780014 0.0199422108029036 -0.0826527456631327 -0.421580824803032 -0.480553575323656 -0.369453377806053 -0.368361897796764 0.334834216010223 -0.348504858022081 0.110061703828558 0.30540019867915 -0.528006033171124 -0.243624305131514 -0.302108393979713 -0.332578208314598 -0.00730027952215445 -0.488722339171767 -0.0268640726586126 -0.564414820938694 -0.285254642671065 -0.297007336181362 -0.168812249825346 0.0137251380571995 -0.479280044786318 -0.0365518722060711 -0.421915305267805 -0.334143622081557 -0.122145337119364 -0.525677399351155 -0.0270537507255298 -0.403385087255017 -0.417288841199571 -0.259420608349589 -0.465295095517244 -0.533573673987477 -0.48379601961808 -0.273713911387271 -0.532808234794834 -0.518390554803646 0.0284791638758236 -0.0457373429412019 -0.0909342064793976 -0.579328283780456 -0.589891923387967 0.335388012872718 0.360005160709481 0.029878572469788 -0.0054410962200587 -0.436362804244005 -0.115281448483961 0.0822415808270679 -0.00911030055624928 0.0795694071811519 -0.22194331726139 -0.324487527653789 -0.114248483978984 -0.0198944572586509 -0.566153228263026 -0.0535917879838205 -0.207179406993703 -0.0722386151868503 -0.318852300746729 -0.317778090556537 -0.371707937645021 -0.0607611113409131 -0.514183590385856 -0.526848830272116 -0.437612625449132 -0.210818841790112 -0.173644877441871 -0.0333214263137473 -0.0234343556456936 0.0806414659315705 0.0235395865281941 0.0695292734564367 -0.286107349483949
"244" "REACTOME_COMPLEX_I_BIOGENESIS" -0.121873916279074 -0.379052227191628 -0.343793187688738 -0.159578970213895 0.0980483780427049 -0.635776996738117 -0.377771270453699 -0.145806250687034 -0.0835394850521189 -0.541541414404589 -0.613182636913557 -0.146685254236559 -0.305097913643125 0.0778297376003622 -0.212424573007502 -0.623689591083213 -0.435459563626019 -0.0867941044073149 -0.49459873625153 -0.689763168350257 -0.704736355738262 -0.664891572799996 -0.600813260317937 -0.510423144232195 0.0407655616682198 0.0976716193275295 0.0352466648236847 0.134217330894662 -0.130428692578995 0.241612538374745 -0.231456554498026 -0.727865269701714 -0.424445528750823 -0.165926380766297 0.242887237793907 0.272566665288886 -0.561490397043343 0.109594247657159 0.0905275235129721 -0.257511579664219 0.239974027371593 -0.420679716726021 -0.616419370070773 -0.0973203448660361 -0.37528507151277 0.295160112877812 0.00100212019079277 0.253325800651811 0.0704201249384415 0.0352686964212213 -0.532101999472156 -0.103631646491484 -0.250543240164134 0.160787299331933 0.0407664699977701 0.0770522403275393 0.167617885668298 -0.370146422635165 -0.764396497660727 -0.472516288656006 -0.474817616969249 -0.316434750264078 -0.712765180595924 -0.635603321318635 -0.286767888984341 -0.511636508363436 0.0654134195260403 0.223242378413014 -0.359798107655277 -0.691629541596463 -0.570748575656631 -0.390103445061277 -0.24395545642815 -0.080862010096399 -0.188993304124623 -0.676527587978025 -0.25043069264811 0.0307942107992256 0.209642172903886 -0.193854602609029 -0.0228041120116348 -0.00530246344776733 -0.300589441150973 -0.098191560976363 -0.348522195389782 -0.566231809807668 -0.275000883012128 -0.354622936201905 -0.469763407572382 -0.423699342471448 0.0962007987269156 -0.552951279541266 -0.108377646080042 -0.488266961785132 -0.501676109046167 -0.438089752089683 -0.324013963697148 -0.422895900836616 -0.673052694675063 -0.676406869230462 -0.140751889094725 0.153885234981972 -0.327183440258597 -0.157263921805257 -0.0718268512067565
"245" "REACTOME_CONDENSATION_OF_PROMETAPHASE_CHROMOSOMES" -0.251283133435808 0.0414308438506482 -0.256398343038579 0.51243318261639 0.0246084612624243 -0.301734211313287 -0.037446930345509 -0.430579713476466 -0.660171890152481 -0.823364946735639 -0.641284515861609 -0.42956361967152 -0.564363934736322 -0.454869210070869 -0.372219336651183 -0.263979378711734 -0.0951856724300855 0.199468013123347 -0.458588169957668 -0.485183907450611 -0.695089326853827 -0.431051525494102 -0.513444837754256 -0.637065740609981 -0.594508240593245 -0.664972392819269 -0.449479024181107 -0.392677299556638 -0.50178536325279 -0.708730808427895 -0.522774192645943 -0.661371177173287 -0.575325252196606 -0.309471913266858 -0.289890963967526 -0.0353534921262395 -0.616290398076107 -0.567243939060473 -0.617992851535418 -0.133706600002883 -0.257016011865438 -0.271745531215082 -0.25614955866601 -0.08054135186068 -0.731163771068219 0.15608011687409 -0.512741467888141 0.156796807458316 0.269152156700257 -0.195982410473739 -0.295562648219813 -0.149488528832232 -0.581276979954052 -0.613748490182089 -0.448598381194789 -0.596431055134798 -0.410730218244868 0.453693772438888 -0.561364160515905 -0.0750728948352515 0.30561905161938 -0.226293732014341 -0.400188977696499 -0.39028357505727 0.0297666921978282 -0.00294828839631839 -0.6974308261802 -0.590802874258024 -0.25478517893682 0.0291757036173905 -0.589872075175892 -0.376167315503531 -0.447501822687118 -0.848107134993653 -0.825205976690487 -0.765307848766099 -0.128761975747145 -0.456583457206689 -0.592251726243033 -0.80213116586214 -0.680577633664598 -0.203051591933097 0.287496721165148 -0.00599289622446175 0.671638595244585 -0.790856039765332 0.307524389731381 -0.152485510876512 -0.629196938037991 -0.472683839019352 -0.398350995102848 -0.075150917716384 -0.295789763104725 -0.529823736099273 -0.489142863096639 -0.485182510480046 -0.284758777384274 -0.22375549780078 0.252966292873904 -0.786411890488672 -0.155151189663796 -0.404254546625522 -0.766338946008839 -0.469907409109658 -0.707461004946607
