"pathways" "Pt1" "Pt2" "Pt4" "Pt5" "Pt6" "Pt7" "Pt8" "Pt9" "Pt10" "Pt12" "Pt13" "Pt14" "Pt15" "Pt19" "Pt20" "Pt22" "Pt23" "Pt25" "Pt27A" "Pt27B" "Pt28" "Pt29" "Pt31" "Pt32" "Pt35" "Pt37" "Pt38"
"14" "REACTOME_ACETYLCHOLINE_NEUROTRANSMITTER_RELEASE_CYCLE" -0.020223807918193 -0.264391161080934 -0.0430392742002561 -0.204385576152457 0.144958069118444 0.335868030698156 0.0452550497082695 -0.183327706677499 0.0978442808918515 0.089966829038332 0.347553282606199 -0.210664139711368 0.221954823920821 0.345765613968894 -0.204934864505846 -0.355442137783572 0.521790194120714 0.225359149162402 -0.275445803596046 -0.255380757458079 0.0693434491249958 -0.026479553308857 0.326350854713085 0.0316317647943288 -0.239923501608683 0.486685265231909 -0.413998660775856
"15" "REACTOME_ACETYLCHOLINE_REGULATES_INSULIN_SECRETION" 0.108271898881814 -0.242163730060389 0.121130021039255 0.0379665874171944 -0.399940023869142 -0.387034189629119 -0.00862407777716623 0.11738048280693 0.167628407019449 -0.0838213051634237 0.521160812554164 0.394561108548772 -0.344584754079536 -0.0594032151231463 -0.125224230000491 0.00739430570631133 -0.297256169708855 -0.202223222779036 0.290426418378202 0.298717848644764 -0.0987367803694963 -0.106186268678804 -0.0501431103299489 0.148217465415386 0.273435331984909 -0.182552497416942 -0.117700548343196
"16" "REACTOME_ACROSOME_REACTION_AND_SPERM_OOCYTE_MEMBRANE_BINDING" -0.125509677282949 -0.450522962314248 -0.797901375075435 -0.381060145507297 -0.673952372121466 0.550481455252029 -0.0787523677328822 0.00723563081461254 -0.074197526536331 0.310826565501693 0.110167797724497 -0.133385015251104 -0.246347326945504 -0.227794158740068 0.0865568936361726 -0.451298992536032 -0.416265749975493 -0.205694082249002 -0.725530236104709 -0.695507483411109 0.692918851066714 0.292500842222748 0.0799290101951519 -0.106217202906882 -0.298064712099036 0.127246432342775 -0.389768122410287
"17" "REACTOME_ACTIVATED_NOTCH1_TRANSMITS_SIGNAL_TO_THE_NUCLEUS" -0.0888649827183403 -0.277459355143154 -0.0260666256455086 -0.131014656924416 0.214888816505324 -0.0160733671497425 -0.112477285636391 -0.07241908573984 -0.134359360060148 0.0498487620726479 -0.106723854909082 -0.246372268154008 -0.168226860379069 0.239041621296517 -0.065140345241158 0.120275935300954 0.0680211877137545 0.212069827564225 -0.467152841188358 -0.490995226623583 0.116318111628363 -0.066913240597944 0.191225911846774 -0.245191668450987 -0.184286104652038 -0.277722586663546 -0.173629284677844
"18" "REACTOME_ACTIVATED_NTRK2_SIGNALS_THROUGH_CDK5" 0.484830241572104 -0.532416651032889 0.3621944482678 -0.18670571302801 -0.340323595681723 0.0893383511028197 -0.0968226172572542 0.0976278253716299 0.153278959155399 0.277249091067165 -0.0545313977024506 -0.294087029219219 -0.171289805934757 0.112689952148909 -0.569306668687466 -0.45950030184702 -0.175246221360594 0.119904601030617 0.199960822612576 -0.257381258401764 0.275394281020502 -0.554579298790088 0.559410973319548 0.355100288856019 0.0862100699738603 0.242125172911208 -0.320319589620396
"19" "REACTOME_ACTIVATED_NTRK2_SIGNALS_THROUGH_FRS2_AND_FRS3" 0.0153763965119429 -0.146244712509356 -0.01616131053402 0.199440019142956 -0.0631917013171578 -0.277072439230434 -0.14355694364063 -0.5084579719832 0.078567195686629 -0.0559223007457635 0.12929300089846 0.329336197823583 -0.596253429095185 -0.498730890146727 -0.0479066166195799 -0.0248211227603412 -0.227935328068686 -0.166094709936483 0.479945814309786 0.441379881251741 -0.11898935370056 -0.0639900335188922 -0.499146538233375 -0.0211878937777913 -0.0571572251782846 -0.307464065619646 -0.108540390760669
"20" "REACTOME_ACTIVATED_NTRK2_SIGNALS_THROUGH_FYN" 0.204635351946497 -0.323551528982674 0.320011898540295 -0.289421864026813 -0.119952884240929 0.514020060904357 0.0519842601530543 -0.428848151701624 0.570183573609122 -0.291730410332691 -0.158814169735538 -0.0432608468915495 0.15276762309361 0.0662347006198626 -0.496411688994496 -0.34910527533333 -0.322865507447559 -0.137721160878765 0.575458242221443 0.16548111072062 -0.223294513042945 -0.352305013016927 0.492349775374918 0.256219000506595 -0.0695603783939882 -0.0943449978555052 -0.186167291202387
"21" "REACTOME_ACTIVATED_NTRK2_SIGNALS_THROUGH_PI3K" 0.473829911177536 0.164674693159432 0.202255360903233 0.0202428563392019 -0.0607378408618741 -0.357859894569687 -0.173834356702333 -0.00914360843840961 0.376856754627275 -0.379012075844138 0.523067738809585 0.0520468947643397 -0.543467161806923 -0.607879556104645 0.146631927191596 0.305026743654832 -0.411647262433997 0.0138652129624167 0.626864741023843 0.666661283928245 0.0579703835976136 0.259039070912207 -0.566787028109012 0.321980585350708 -0.451832049643027 -0.373990699496809 0.031115086923911
"22" "REACTOME_ACTIVATED_NTRK2_SIGNALS_THROUGH_RAS" -0.0575263338325274 -0.380839112551048 -0.123649963434449 -0.0633260572203477 -0.152959695557802 -0.302749384141744 0.0422818026908669 -0.208508905839786 0.261098443230905 0.13321414638218 0.160508618652956 0.352428689791441 -0.638263685177744 -0.458535912633188 -0.103016958514114 -0.0560256566459452 -0.242560905007199 -0.12749770332435 0.283766628297989 0.104671756668095 -0.00337507490324546 -0.29537843113643 -0.405446423610856 0.254275915141431 -0.105045579030765 -0.51893348001494 0.0490534123785956
"23" "REACTOME_ACTIVATED_NTRK3_SIGNALS_THROUGH_PI3K" 0.351809711351103 0.155499421583686 0.158576066683289 -0.0758491295668368 0.221713039683312 0.501768876568881 -0.496131864233036 -0.45535630775535 0.4957257356309 -0.0185818164703537 -0.302021164058119 -0.036193478235666 -0.365026494486481 -0.247033828600489 -0.386786063234881 0.438031642779675 -0.427611511427306 -0.168107388253444 0.290990070297915 0.64236667910185 -0.000530480526985122 0.269423869256813 -0.328583724794217 0.231177664402492 -0.537533348269825 -0.29987483515419 -0.066076509094852
"24" "REACTOME_ACTIVATED_NTRK3_SIGNALS_THROUGH_RAS" -0.135120519390809 -0.269795685148757 -0.169746275299025 -0.0682411231446668 0.139356490708853 -0.248316036537348 0.0249164473306708 -0.464406610504264 0.277156663769894 0.316008347381414 -0.0260593211781797 0.328849049517738 -0.682638073116247 -0.33874795301341 0.0731566646950015 0.0779239999804645 -0.101721260506201 -0.337312617207147 0.123317946789553 0.114492117996363 -0.167441438806273 -0.0189148493062558 -0.341221281872644 -0.251056047630424 -0.0302605703836292 -0.506029738618395 0.118456987758755
"25" "REACTOME_ACTIVATED_PKN1_STIMULATES_TRANSCRIPTION_OF_AR_ANDROGEN_RECEPTOR_REGULATED_GENES_KLK2_AND_KLK3" 0.30156695675067 0.0203553307815606 -0.118229153590041 0.482653888151957 0.258415316708722 0.344536403972299 -0.157743918027806 -0.106576987581024 -0.0351787884194616 -0.128912466843486 -0.177137230815455 0.355462627649536 0.101665781830858 -0.238556460626635 0.0450172097092201 -0.220179973954141 -0.346842761341157 -0.109639140218451 0.235281016375095 0.282921025940574 -0.0152206324017829 0.0431958786993005 0.0218995731647311 0.115817507598506 -0.346444249541659 -0.207155294405725 0.345402298850828
"26" "REACTOME_ACTIVATED_TAK1_MEDIATES_P38_MAPK_ACTIVATION" -0.0272521892813929 -0.265272712435251 -0.0553573298457384 -0.0952717901312305 0.0317462731485252 0.0806848284741251 0.16589942120505 -0.347244533498899 -0.426569936894175 -0.334018378649873 -0.112520561718254 0.20904407163449 -0.486904591405113 0.00726415695960364 0.364018897987603 -0.111934944336285 -0.120468405542796 -0.0993055469443441 -0.00715474647030379 -0.213972348709273 0.478928878607017 -0.33142972406098 -0.00486197401440377 -0.355859343808722 -0.0505899509411576 0.0776692215112036 0.271588295720301
"27" "REACTOME_ACTIVATION_OF_AMPK_DOWNSTREAM_OF_NMDARS" -0.202327556303451 -0.0290744939403637 0.0417025224180145 -0.368383618674153 -0.144116174535887 0.213527303436491 0.178151547186888 -0.266991069319664 -0.338617623814991 -0.0749762100313775 -0.247890074174035 0.181739268937005 -0.145691701349914 -0.185036646358985 -0.101228147549686 -0.346291404608353 -0.153549072240369 -0.265052716827708 0.142708985536793 0.0060674243047826 0.159801528613844 -0.193950386277182 0.0319560468909973 0.129579234312105 0.0315131190611916 -0.213602621272028 -0.389267562678308
"28" "REACTOME_ACTIVATION_OF_ANTERIOR_HOX_GENES_IN_HINDBRAIN_DEVELOPMENT_DURING_EARLY_EMBRYOGENESIS" -0.112764376466704 -0.347229490402097 0.367168460464951 -0.00535068817879109 -0.296117506945543 -0.213927846592717 -0.0673976480315232 -0.199730603472312 -0.0615985366968991 0.108286769960045 -0.103196010841004 0.00943124447291405 -0.322708665421127 0.0367341932497362 -0.412687251333009 0.11939605893589 -0.367702992505143 0.110983745941087 -0.215672074213064 -0.218923356025565 -0.0814521524120297 -0.313993617132091 0.0360257460752168 0.271831374313656 0.360383877706748 -0.207221795214062 0.0909072164463314
"29" "REACTOME_ACTIVATION_OF_ATR_IN_RESPONSE_TO_REPLICATION_STRESS" -0.575368922686987 -0.681111464240918 0.486195560713281 -0.397550089491208 -0.393491475242806 0.382499999466583 -0.371419323091815 0.0237612161842232 0.280947037545845 0.296770921476995 -0.63124211368156 0.399975894686441 0.237875526468588 -0.00348356528323374 -0.599827045193402 -0.387350550011755 0.246876253511922 0.160412911180788 0.252427738440061 -0.1994531994342 -0.330800495500838 0.32854496672954 0.10903026242647 -0.498838891265147 0.46754736247101 -0.28886738228436 0.188278533029225
"30" "REACTOME_ACTIVATION_OF_BAD_AND_TRANSLOCATION_TO_MITOCHONDRIA" -0.0818763216130367 -0.351788719476972 -0.0767258967177483 0.280717487705761 -0.17801598770552 0.153309306906143 -0.228116994376893 -0.489423589576242 -0.256924528865526 -0.255302253632145 -0.369190570620093 -0.345029295421176 -0.433381262438161 -0.20310469844084 -0.311574391870295 -0.303783484425092 -0.229218164531516 -0.287749679487708 0.285782429525104 0.0771686325480422 -0.150433114443868 -0.349513891937327 0.0661655600657414 -0.298033806836923 0.354018149971709 -0.454339814404159 -0.378324190216214
"31" "REACTOME_ACTIVATION_OF_BH3_ONLY_PROTEINS" -0.163876530043819 -0.251731606879785 0.135326234769551 0.339659511082128 -0.0579838772165915 0.344644915840214 -0.270936473689587 -0.354321301825772 -0.197919990985826 -0.337291168158886 -0.257472686206837 -0.274640420669286 -0.487361609509868 -0.0199074852937669 -0.33237704427682 -0.177201604587005 -0.358206604955254 -0.227191190299835 0.32799125042729 0.180325913973016 -0.0781114522439456 -0.274156665653493 -0.146568851945323 -0.2044099722997 0.328262116741397 -0.295796307465759 -0.16727197868955
"32" "REACTOME_ACTIVATION_OF_C3_AND_C5" -0.609368831687852 -0.431384475944779 -0.647586565490933 -0.699096906246664 -0.680635537905748 -0.779151570469886 -0.536237801193452 -0.718407187073083 -0.705298530724629 -0.734913725347493 -0.714113587182928 -0.568661365077118 -0.667347127276418 -0.489205929678091 -0.639681392186061 -0.527413889569256 -0.724083624152881 -0.622176637141578 -0.665227611231258 -0.703483251423385 -0.762970340945128 -0.371736013009793 -0.650613046897139 -0.740520396702824 -0.669571197331611 -0.7043569063634 -0.375878829622302
"33" "REACTOME_ACTIVATION_OF_CASPASES_THROUGH_APOPTOSOME_MEDIATED_CLEAVAGE" 0.298039287742825 0.262729307740951 -0.18797481478005 0.268616680225247 0.574883182429438 0.688389569828209 -0.278576918417574 -0.101242150344782 0.0329971468107324 0.592951514365891 0.47989517186182 0.504691094118649 -0.33080522122552 -0.681099383147357 0.2027615071776 0.26543028295273 -0.258905440920324 -0.61602051191385 -0.421345406888125 -0.355511496750904 -0.383186856078469 -0.00480624934053003 -0.361088578001431 -0.448723872750904 -0.298819591749171 -0.544093566497543 -0.0176803713496393
"34" "REACTOME_ACTIVATION_OF_GENE_EXPRESSION_BY_SREBF_SREBP" -0.207268539788784 0.217283210241088 0.280172332596049 0.0533763335614309 -0.125750784816141 0.353207269719383 -0.363916281310843 -0.496909302709065 0.356206359202901 0.0931821770390342 -0.322077577361354 -0.144408563892954 -0.493686479980043 -0.031197403284847 -0.133228332505992 -0.238134794095168 -0.566174563573429 -0.327800220624009 0.0728071932577462 -0.0481279518294617 0.304037392543804 0.0201522365559863 -0.144585117734774 -0.270360067125929 -0.100008285139784 -0.119012528861995 -0.0725083315369881
"35" "REACTOME_ACTIVATION_OF_IRF3_IRF7_MEDIATED_BY_TBK1_IKK_EPSILON" -0.465290903337157 0.298787677195178 -0.541735745984209 -0.446301204858057 -0.0505653282729056 -0.350115671027971 0.399213606617122 -0.111476690161387 -0.359247727623456 0.115313586298434 0.045524798884859 0.170913326942943 -0.0797682550051099 0.108450697899414 0.337756848072638 0.0480717610212091 0.0843359483287348 0.04529195353235 -0.143768935630002 -0.329915242819592 0.117841752374997 -0.287000696322228 -0.232587094484821 -0.338595877877845 -0.569580063215866 -0.407645835810743 0.207748167130365
"36" "REACTOME_ACTIVATION_OF_KAINATE_RECEPTORS_UPON_GLUTAMATE_BINDING" 0.1535953623239 -0.291931812774119 0.0182264441749235 0.00608561357314202 -0.171220995837673 0.0132387752353678 -0.110437526181879 -0.0812847819274939 0.0872882835589048 0.118213329409593 0.389700107924438 0.112288188388797 -0.294895246536904 0.03479520090525 -0.245621787478675 0.102947183864052 -0.054485769574886 -0.212504137986742 -0.0991092511998736 -0.208816694026841 -0.143740491223221 -0.370443944019735 -0.189578003543674 0.243917179425365 -0.0184742103750932 -0.293556178156029 -0.139658920468843
"37" "REACTOME_ACTIVATION_OF_MATRIX_METALLOPROTEINASES" 0.173092905847948 -0.0609693132696648 -0.253342556657486 -0.10797489844499 -0.0710471370657215 -0.218868799208696 -0.0894805462126846 -0.0477166720698357 0.341072936934441 0.174273906662131 0.0681509391369911 0.0467680976913586 -0.0767352658847417 0.215689808370902 -0.2893715390339 0.164076477050041 0.279369471235298 -0.119065168641605 -0.387810755411762 -0.429014107847276 0.154121475315176 -0.229315617145283 0.222332676621047 0.119993365573251 -0.0759842108716637 -0.208755238744707 -0.311374548218338
"38" "REACTOME_ACTIVATION_OF_NIMA_KINASES_NEK9_NEK6_NEK7" -0.441453592866742 -0.380952823428986 -0.104408530084941 0.579950350541476 -0.0174277886127942 0.478382835488845 -0.675596382697359 -0.087988539628792 0.42123418066141 0.317189642499989 -0.292394782926814 0.644654624868168 -0.0929445316894001 -0.257812916680998 -0.699241875895065 0.296226989566427 0.157155907100011 -0.221930972104881 0.481845927036104 -0.227520728565216 -0.427532716573567 0.22696127012005 -0.275816783236713 -0.446618937227669 0.387095317546918 -0.342943835765038 0.0580301029337001
"39" "REACTOME_ACTIVATION_OF_NMDA_RECEPTORS_AND_POSTSYNAPTIC_EVENTS" 0.0126325353280805 -0.0522579674392078 -0.0112410478138915 -0.14185079920837 -0.0453245469875563 0.150683236481672 -0.115556351451453 -0.250724089254108 0.0172221371044505 0.163906191538176 -0.0701378664771353 0.0301346028556764 -0.380054503976066 -0.0149361516487912 -0.226343085374461 -0.203836557225851 -0.0822167626142134 -0.332699084385929 0.0858887758535061 -0.0339702272831955 -0.059647899382817 -0.0107085460915476 0.0485911068817309 0.0572320462542805 -0.0782269142717064 -0.205974490270711 -0.178190976950501
"40" "REACTOME_ACTIVATION_OF_NOXA_AND_TRANSLOCATION_TO_MITOCHONDRIA" -0.614139382580301 -0.7139554402722 0.0332257327460911 0.304080112494591 -0.152567533722857 0.784685052926712 -0.010631297398704 -0.243814425093598 -0.151180266996868 -0.50940587774226 -0.347241265724391 0.618135718927127 -0.477616355382135 0.225703663608108 -0.682489954864942 -0.205624414105877 -0.433206410586344 0.248586871193942 0.677335593025677 0.309699890101133 -0.179511274578158 0.188489240008939 -0.257106551107482 0.212402691051939 0.0833277140632506 -0.235257425474214 0.525057073328354
"41" "REACTOME_ACTIVATION_OF_PPARGC1A_PGC_1ALPHA_BY_PHOSPHORYLATION" 0.0417938010388652 0.290239524125079 0.112202507237725 0.140415799721363 0.163461503923629 -0.00477844921497517 0.297770292998884 -0.151754339869772 -0.290004413979668 -0.265386562537748 -0.202954724039907 -0.0883375744077599 0.0427548398954881 -0.0509773146170767 0.140191678697189 0.00349514921525598 -0.118027634503195 -0.323292236704141 -0.543726811727518 -0.475245191569084 0.124547162359408 0.0649750465768845 -0.216162279044605 0.16398053921446 0.368579266000922 0.010417140021162 -0.245583856299931
"42" "REACTOME_ACTIVATION_OF_PUMA_AND_TRANSLOCATION_TO_MITOCHONDRIA" -0.382621474990676 -0.589085047109589 0.395160856478567 0.203816550441555 -0.155262646858696 0.632776746510713 -0.0966155688338927 -0.362001983542927 -0.282254523389014 -0.724528843378478 -0.54191247065185 -0.276747907701815 -0.480540241024606 0.425723350849761 -0.117849804471899 -0.181658508855306 -0.426724133622227 0.199171461708039 0.523683942802678 0.448253729401964 0.0643036915777132 0.330436153991978 -0.277136475368382 0.0730371310395501 0.430073766150707 0.217960050670965 0.297127561726317
"43" "REACTOME_ACTIVATION_OF_RAC1" 0.170217709570256 -0.27652578269735 0.626484786057579 0.183210534365705 0.0264375665402754 0.102262050811977 -0.375199291279229 -0.664944144445606 0.219943174983009 0.154009275047004 0.357184124430516 -0.119968312610712 -0.509755206806045 -0.231575674980724 -0.497727573140602 0.176322720050183 0.0466296376287959 -0.0490133281452418 0.245591832905522 0.0729808588025485 -0.144628904440275 0.224199530907125 -0.123305444361402 0.0533277616025924 0.222341973532292 -0.454376539833038 -0.0606758498441612
"44" "REACTOME_ACTIVATION_OF_RAC1_DOWNSTREAM_OF_NMDARS" 0.124616676577573 0.352484430270569 0.364055811054123 -0.642023034176712 -0.135503357776581 0.132365181614455 0.112091306735763 -0.552925414667999 0.237157462088513 0.139310234790646 -0.148402472966188 -0.410858288239015 -0.724207369644823 0.179040010836435 -0.438677438851394 -0.111135933347152 0.146892642487518 -0.130916592232915 0.543114629945524 0.280150206834182 -0.0613952004103566 -0.382776670932692 0.284928546842287 -0.153964111737096 0.27923516498563 -0.314143199713094 -0.279477050768551
"45" "REACTOME_ACTIVATION_OF_RAS_IN_B_CELLS" -0.180389820926273 -0.718662004451631 -0.533792381709123 0.140359128296819 -0.0116523377831922 -0.327027956343777 0.0313909415009838 -0.56177973333093 -0.439238570646207 -0.0871978494935616 -0.222479806730434 0.245602872124471 -0.55492864387066 -0.482517749588102 0.194756593364567 -0.0429228037630178 -0.0929508169142448 -0.306312682694282 0.275615253016718 0.105007240507852 0.0390024669926299 0.268824352692941 -0.453251886176192 -0.615877545516736 0.192929974338642 -0.600338987857641 0.265765851619264
"46" "REACTOME_ACTIVATION_OF_SMO" 0.163673286866364 0.157252837806944 0.00704291442797816 -0.151755502847446 0.391264216904025 -0.0136892568233487 -0.113715734623846 -0.163820106674305 0.406469147470438 0.0481007574665935 0.360715078071586 -0.367031984846814 -0.311392589433024 -0.131549604561019 -0.159016640488355 0.294984627793777 -0.0784892484371945 0.0901147030468812 -0.0166250832519866 -0.129888347293659 -0.27999221014245 -0.0240350191508895 -0.172297865737097 0.104819127889104 0.173692326344706 -0.240011041269926 -0.21030551823507
"47" "REACTOME_ACTIVATION_OF_THE_AP_1_FAMILY_OF_TRANSCRIPTION_FACTORS" 0.414734381834935 0.487271159099555 -0.202812044037632 0.235857753578325 -0.283312384415499 0.242895460531638 0.0996730784113371 -0.475414038078482 0.34844804561707 0.212380087596811 0.0369760197297773 -0.0501086366751516 -0.560580181982214 -0.275964589013831 -0.347467376733497 0.391067093255577 -0.213206744959465 -0.47684857016493 0.11901487291561 0.15379313419278 0.305317881380964 -0.360304199928354 -0.390353958065913 -0.117945682582031 -0.231460240658288 -0.0743532616008636 0.0592277242866028
